year,coc_number,coc_number_and_name,pprn,estimated_ard,bonus,coc_planning,State,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2018,NJ-515,"NJ-515-ELIZABETH,UNION COUNTY",5042138,4668228,302528,151264,NJ,Elizabeth/Union County CoC,Suburban CoCs,478,313,124,0,437,41,209,159,20,0,179,30,269,154,104,258,11,88,52,33,85,3,43.0,38.0,0.0,38.0,5.0,23,18.0,0.0,18,5,20.0,20.0,20.0,0.0,7.0,5.0,1.0,0.0,6.0,1.0,15.0,9.0,5.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,8.0,5.0,0.0,13.0,1.0,16.0,6.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,9.0,15.0,1.0,20.0,7.0,11.0,18.0,2.0
2018,NJ-516,"NJ-516-WARREN,SUSSEX,HUNTERDON COUNTIES",832376,1174640,70478,35239,NJ,"Warren, Sussex, Hunterdon Counties CoC",Suburban CoCs,338,169,107,0,276,62,243,97,96,0,193,50,95,72,11,83,12,28,22,3,25,3,30.0,15.0,0.0,15.0,15.0,24,9.0,0.0,9,15,6.0,6.0,6.0,0.0,66.0,6.0,57.0,0.0,63.0,3.0,18.0,13.0,2.0,0.0,15.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,17.0,12.0,2.0,0.0,14.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2018,NM-500,NM-500-ALBUQUERQUE,3131948,5432713,325963,162981,NM,Albuquerque CoC,Major Cities,1340,711,245,0,956,384,1115,568,179,0,747,368,225,143,66,209,16,69,42,22,64,5,421.0,251.0,0.0,251.0,170.0,381,220.0,0.0,220,161,40.0,31.0,31.0,9.0,169.0,70.0,58.0,0.0,128.0,41.0,118.0,63.0,29.0,0.0,92.0,26.0,53.0,44.0,8.0,0.0,52.0,1.0,65.0,19.0,21.0,0.0,40.0,25.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,4.0,3.0,1.0,4.0,0.0
2018,NM-501,NM-501-NEW MEXICO BALANCE OF STATE,3687311,4986165,299170,149585,NM,New Mexico Balance of State CoC,Rural CoCs,1211,657,142,0,799,412,834,453,31,0,484,350,377,204,111,315,62,132,78,32,110,22,470.0,289.0,0.0,289.0,181.0,433,267.0,0.0,267,166,37.0,22.0,22.0,15.0,121.0,42.0,7.0,0.0,49.0,72.0,64.0,33.0,14.0,0.0,47.0,17.0,20.0,17.0,3.0,0.0,20.0,0.0,44.0,16.0,11.0,0.0,27.0,17.0,10.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,10.0,0.0,13.0,5.0,8.0,13.0,0.0
2018,NV-500,"NV-500-LAS VEGAS,CLARK COUNTY",11132892,13204268,792256,396128,NV,Las Vegas/Clark County CoC,Major Cities,6083,1659,524,16,2199,3884,5786,1412,507,16,1935,3851,297,247,17,264,33,106,87,8,95,11,505.0,178.0,11.0,189.0,316.0,505,178.0,11.0,189,316,0.0,0.0,0.0,0.0,594.0,148.0,281.0,0.0,429.0,165.0,1295.0,63.0,87.0,0.0,150.0,1145.0,214.0,6.0,11.0,0.0,17.0,197.0,1081.0,57.0,76.0,0.0,133.0,948.0,21.0,11.0,8.0,19.0,2.0,2.0,1.0,1.0,2.0,0.0,19.0,10.0,7.0,17.0,2.0,26.0,15.0,9.0,24.0,2.0
2018,NV-501,"NV-501-RENO,SPARKS,WASHOE COUNTY",1882238,1654208,112934,56467,NV,"Reno, Sparks/Washoe County CoC",Other Urban CoCs,1192,436,387,185,1008,184,1051,339,343,185,867,184,141,97,44,141,0,46,30,16,46,0,106.0,25.0,46.0,71.0,35.0,106,25.0,46.0,71,35,0.0,0.0,0.0,0.0,119.0,9.0,83.0,7.0,99.0,20.0,94.0,23.0,45.0,3.0,71.0,23.0,14.0,14.0,0.0,0.0,14.0,0.0,80.0,9.0,45.0,3.0,57.0,23.0,8.0,5.0,3.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,5.0,2.0,7.0,0.0,9.0,6.0,3.0,9.0,0.0
2018,NV-502,NV-502-NEVADA BALANCE OF STATE,583329,539475,35000,17500,NV,Nevada Balance of State CoC,Rural CoCs,269,88,10,0,98,171,221,70,1,0,71,150,48,18,9,27,21,15,8,2,10,5,37.0,15.0,0.0,15.0,22.0,26,4.0,0.0,4,22,11.0,11.0,11.0,0.0,10.0,2.0,0.0,0.0,2.0,8.0,15.0,6.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,6.0,9.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,7.0,7.0,0.0,7.0,0.0
2018,NY-500,"NY-500-ROCHESTER,IRONDEQUOIT,GREECE,MONROE COUNTY",7885259,12080024,724801,362401,NY,"Rochester, Irondequoit, Greece/Monroe County CoC",Suburban CoCs,835,636,130,13,779,56,543,346,128,13,487,56,292,290,2,292,0,96,95,1,96,0,90.0,74.0,6.0,80.0,10.0,90,74.0,6.0,80,10,0.0,0.0,0.0,0.0,73.0,13.0,50.0,2.0,65.0,8.0,78.0,54.0,23.0,1.0,78.0,0.0,13.0,9.0,4.0,0.0,13.0,0.0,65.0,45.0,19.0,1.0,65.0,0.0,23.0,20.0,3.0,23.0,0.0,2.0,0.0,2.0,2.0,0.0,21.0,20.0,1.0,21.0,0.0,31.0,28.0,3.0,31.0,0.0
2018,NY-501,"NY-501-ELMIRA,STEUBEN,ALLEGANY,LIVINGSTON,CHEMUNG,SCHUYLER COUNTIES",1355182,1519897,91194,45597,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Rural CoCs,233,155,64,0,219,14,119,92,13,0,105,14,114,63,51,114,0,34,19,15,34,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,2.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,2.0,0.0,22.0,5.0,9.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,9.0,0.0,10.0,8.0,2.0,10.0,0.0
2018,NY-503,NY-503-ALBANY CITY & COUNTY,2865164,4935437,296126,148063,NY,Albany City & County CoC,Suburban CoCs,835,657,143,0,800,35,580,431,114,0,545,35,255,226,29,255,0,84,70,14,84,0,99.0,72.0,0.0,72.0,27.0,92,65.0,0.0,65,27,7.0,7.0,7.0,0.0,84.0,51.0,30.0,0.0,81.0,3.0,44.0,27.0,17.0,0.0,44.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,42.0,27.0,15.0,0.0,42.0,0.0,12.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,12.0,0.0,24.0,20.0,4.0,24.0,0.0
2018,NY-504,NY-504-CATTARAUGUS COUNTY,332428,318746,19946,9973,NY,Cattaragus County CoC,Rural CoCs,33,33,0,0,33,0,21,21,0,0,21,0,12,12,0,12,0,5,5,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,4.0,0.0
2018,NY-505,"NY-505-SYRACUSE,AUBURN,ONONDAGA,OSWEGO,CAYUGA COUNTIES",5993127,8475964,508558,254279,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Suburban CoCs,722,547,163,0,710,12,540,415,113,0,528,12,182,132,50,182,0,60,42,18,60,0,36.0,34.0,0.0,34.0,2.0,36,34.0,0.0,34,2,0.0,0.0,0.0,0.0,41.0,19.0,22.0,0.0,41.0,0.0,69.0,51.0,18.0,0.0,69.0,0.0,14.0,10.0,4.0,0.0,14.0,0.0,55.0,41.0,14.0,0.0,55.0,0.0,6.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,6.0,0.0,6.0,5.0,1.0,6.0,0.0
2018,NY-507,NY-507-SCHENECTADY CITY & COUNTY,1845912,3859980,231599,115799,NY,Schenectady City & County CoC,Suburban CoCs,393,345,37,0,382,11,214,185,18,0,203,11,179,160,19,179,0,54,46,8,54,0,38.0,38.0,0.0,38.0,0.0,34,34.0,0.0,34,0,4.0,4.0,4.0,0.0,26.0,21.0,1.0,0.0,22.0,4.0,31.0,27.0,3.0,0.0,30.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,29.0,25.0,3.0,0.0,28.0,1.0,8.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,8.0,0.0,9.0,6.0,3.0,9.0,0.0
2018,NY-508,"NY-508-BUFFALO,NIAGARA FALLS,ERIE,NIAGARA,ORLEANS,GENESEE,WYOMING COUNTIES",16662417,11655799,999745,499873,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Suburban CoCs,957,672,255,15,942,15,612,424,158,15,597,15,345,248,97,345,0,108,70,38,108,0,25.0,14.0,11.0,25.0,0.0,25,14.0,11.0,25,0,0.0,0.0,0.0,0.0,88.0,33.0,51.0,4.0,88.0,0.0,76.0,59.0,17.0,0.0,76.0,0.0,16.0,11.0,5.0,0.0,16.0,0.0,60.0,48.0,12.0,0.0,60.0,0.0,23.0,12.0,11.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,22.0,12.0,10.0,22.0,0.0,34.0,19.0,15.0,34.0,0.0
2018,NY-510,"NY-510-ITHACA,TOMPKINS COUNTY",414044,209140,24843,12421,NY,Ithaca/Tompkins County CoC,Rural CoCs,91,33,13,0,46,45,75,19,11,0,30,45,16,14,2,16,0,6,5,1,6,0,5.0,1.0,0.0,1.0,4.0,5,1.0,0.0,1,4,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,5.0,12.0,3.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,7.0,0.0,10.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0
2018,NY-511,"NY-511-BINGHAMTON,UNION TOWN,BROOME,OTSEGO,CHENANGO,DELAWARE,CORTLAND,TIOGA COUNTIES",2988684,1591655,179321,89661,NY,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Rural CoCs,244,92,74,0,166,78,211,74,71,0,145,66,33,18,3,21,12,13,6,1,7,6,21.0,11.0,0.0,11.0,10.0,21,11.0,0.0,11,10,0.0,0.0,0.0,0.0,17.0,4.0,13.0,0.0,17.0,0.0,36.0,7.0,14.0,0.0,21.0,15.0,9.0,2.0,7.0,0.0,9.0,0.0,27.0,5.0,7.0,0.0,12.0,15.0,10.0,5.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,0.0,8.0,3.0,0.0,3.0,5.0,9.0,4.0,0.0,4.0,5.0
2018,NY-512,"NY-512-TROY,RENSSELAER COUNTY",1598866,3219814,193189,96594,NY,Troy/Rensselaer County CoC,Suburban CoCs,178,135,37,0,172,6,100,82,12,0,94,6,78,53,25,78,0,26,17,9,26,0,7.0,1.0,0.0,1.0,6.0,7,1.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,10.0,10.0,0.0,10.0,0.0
2018,NY-513,"NY-513-WAYNE,ONTARIO,SENECA,YATES COUNTIES",851901,303702,51114,25557,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",Rural CoCs,182,83,66,14,163,19,182,83,66,14,163,19,0,0,0,0,0,0,0,0,0,0,6.0,4.0,2.0,6.0,0.0,6,4.0,2.0,6,0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,14.0,20.0,0.0,31.0,24.0,6.0,0.0,30.0,1.0,4.0,4.0,0.0,0.0,4.0,0.0,27.0,20.0,6.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NY-514,"NY-514-JAMESTOWN,DUNKIRK,CHAUTAUQUA COUNTY",799802,201899,47988,23994,NY,"Jamestown, Dunkirk/Chautauqua County CoC",Rural CoCs,145,66,76,0,142,3,94,50,41,0,91,3,51,16,35,51,0,15,3,12,15,0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,1,0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,33.0,10.0,23.0,0.0,33.0,0.0,8.0,1.0,7.0,0.0,8.0,0.0,25.0,9.0,16.0,0.0,25.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2018,NY-516,NY-516-CLINTON COUNTY,282886,146634,16973,8487,NY,Clinton County CoC,Rural CoCs,197,188,8,0,196,1,114,105,8,0,113,1,83,83,0,83,0,26,26,0,26,0,13.0,13.0,0.0,13.0,0.0,9,9.0,0.0,9,0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,9.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2018,NY-518,"NY-518-UTICA,ROME,ONEIDA,MADISON COUNTIES",2644413,3200761,192046,96023,NY,"Utica, Rome/Oneida, Madison Counties CoC",Rural CoCs,178,106,56,0,162,16,100,85,6,0,91,9,78,21,50,71,7,25,7,16,23,2,19.0,17.0,0.0,17.0,2.0,19,17.0,0.0,17,2,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,12.0,11.0,1.0,0.0,12.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,10.0,9.0,1.0,0.0,10.0,0.0,9.0,2.0,6.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,5.0,7.0,1.0,11.0,3.0,7.0,10.0,1.0
2018,NY-519,"NY-519-COLUMBIA,GREENE COUNTIES",390558,450819,27049,13525,NY,"Columbia, Greene Counties CoC",Rural CoCs,196,188,3,0,191,5,113,108,0,0,108,5,83,80,3,83,0,25,24,1,25,0,4.0,4.0,0.0,4.0,0.0,2,2.0,0.0,2,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,0.0
2018,NY-520,"NY-520-FRANKLIN,ESSEX COUNTIES",366918,80261,22015,11008,NY,"Franklin, Essex Counties CoC",Rural CoCs,42,28,14,0,42,0,25,20,5,0,25,0,17,8,9,17,0,5,3,2,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NY-522,"NY-522-JEFFERSON,LEWIS,ST.LAWRENCE COUNTIES",1127314,1253146,75189,37594,NY,"Jefferson, Lewis, St. Lawrence Counties CoC",Rural CoCs,96,40,50,0,90,6,81,27,48,0,75,6,15,13,2,15,0,5,4,1,5,0,2.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0,2,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,4.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,9.0,9.0,0.0,9.0,0.0
2018,NY-523,"NY-523-GLENS FALLS,SARATOGA SPRINGS,SARATOGA,WASHINGTON,WARREN,HAMILTON COUNTIES",1037930,1529015,91741,45870,NY,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Suburban CoCs,257,213,21,0,234,23,225,185,19,0,204,21,32,28,2,30,2,12,10,1,11,1,16.0,15.0,0.0,15.0,1.0,12,11.0,0.0,11,1,4.0,4.0,4.0,0.0,26.0,7.0,19.0,0.0,26.0,0.0,17.0,16.0,0.0,0.0,16.0,1.0,5.0,5.0,0.0,0.0,5.0,0.0,12.0,11.0,0.0,0.0,11.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0
2018,NY-600,NY-600-NEW YORK CITY,121167367,106447473,7270042,1250000,NY,New York City CoC,Major Cities,78676,72187,2742,36,74965,3711,33391,26931,2713,36,29680,3711,45285,45256,29,45285,0,14261,14247,14,14261,0,6336.0,4838.0,29.0,4867.0,1469.0,5131,3633.0,29.0,3662,1469,1205.0,1205.0,1205.0,0.0,605.0,413.0,148.0,36.0,597.0,8.0,2142.0,1543.0,379.0,0.0,1922.0,220.0,6.0,0.0,0.0,0.0,0.0,6.0,2136.0,1543.0,379.0,0.0,1922.0,214.0,2422.0,2409.0,13.0,2422.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.0,2409.0,13.0,2422.0,0.0,2810.0,2796.0,14.0,2810.0,0.0
2018,NY-601,"NY-601-POUGHKEEPSIE,DUTCHESS COUNTY",615211,1297157,77829,38915,NY,Poughkeepsie/Dutchess County CoC,Suburban CoCs,399,219,171,0,390,9,226,120,97,0,217,9,173,99,74,173,0,61,36,25,61,0,26.0,22.0,0.0,22.0,4.0,13,9.0,0.0,9,4,13.0,13.0,13.0,0.0,5.0,1.0,4.0,0.0,5.0,0.0,29.0,21.0,8.0,0.0,29.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,23.0,15.0,8.0,0.0,23.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,5.0,5.0,0.0,5.0,0.0
2018,NY-602,"NY-602-NEWBURGH,MIDDLETOWN,ORANGE COUNTY",840049,2549566,152974,76487,NY,"Newburgh, Middletown/Orange County CoC",Suburban CoCs,480,342,96,0,438,42,229,133,54,0,187,42,251,209,42,251,0,77,63,14,77,0,101.0,76.0,0.0,76.0,25.0,86,61.0,0.0,61,25,15.0,15.0,15.0,0.0,17.0,11.0,0.0,0.0,11.0,6.0,31.0,19.0,10.0,0.0,29.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,26.0,14.0,10.0,0.0,24.0,2.0,13.0,12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,13.0,0.0,25.0,24.0,1.0,25.0,0.0
2018,NY-603,"NY-603-NASSAU,SUFFOLK COUNTIES",14649691,11808209,878981,439491,NY,"Nassau, Suffolk Counties CoC",Suburban CoCs,3868,3646,152,18,3816,52,992,846,76,18,940,52,2876,2800,76,2876,0,850,821,29,850,0,117.0,98.0,0.0,98.0,19.0,59,40.0,0.0,40,19,58.0,58.0,58.0,0.0,135.0,72.0,44.0,18.0,134.0,1.0,102.0,94.0,8.0,0.0,102.0,0.0,15.0,11.0,4.0,0.0,15.0,0.0,87.0,83.0,4.0,0.0,87.0,0.0,92.0,84.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,84.0,8.0,92.0,0.0,152.0,139.0,13.0,152.0,0.0
2018,NY-604,"NY-604-YONKERS,MOUNTVERNON,WESTCHESTER COUNTY",5975731,17867544,1072053,536026,NY,"Yonkers, Mount Vernon/Westchester County CoC",Suburban CoCs,1827,1081,702,0,1783,44,611,505,62,0,567,44,1216,576,640,1216,0,396,195,201,396,0,164.0,150.0,0.0,150.0,14.0,140,126.0,0.0,126,14,24.0,24.0,24.0,0.0,45.0,28.0,14.0,0.0,42.0,3.0,73.0,38.0,31.0,0.0,69.0,4.0,7.0,6.0,1.0,0.0,7.0,0.0,66.0,32.0,30.0,0.0,62.0,4.0,70.0,41.0,29.0,70.0,0.0,1.0,1.0,0.0,1.0,0.0,69.0,40.0,29.0,69.0,0.0,85.0,48.0,37.0,85.0,0.0
2018,NY-606,NY-606-ROCKLAND COUNTY,1659991,803640,99599,49800,NY,Rockland County CoC,Suburban CoCs,180,95,35,0,130,50,145,60,35,0,95,50,35,35,0,35,0,13,13,0,13,0,37.0,16.0,0.0,16.0,21.0,25,4.0,0.0,4,21,12.0,12.0,12.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,10.0,3.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,10.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,0.0
2018,NY-607,NY-607-SULLIVAN COUNTY,326923,303643,19615,9808,NY,Sullivan County CoC,Rural CoCs,189,180,0,0,180,9,124,117,0,0,117,7,65,63,0,63,2,20,19,0,19,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,16.0,11.0,0.0,0.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,11.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,4.0,0.0
2018,NY-608,"NY-608-KINGSTON,ULSTER COUNTY",649642,1138244,68295,34147,NY,Kingston/Ulster County CoC,Rural CoCs,464,403,29,0,432,32,160,107,27,0,134,26,304,296,2,298,6,91,88,1,89,2,32.0,23.0,0.0,23.0,9.0,14,7.0,0.0,7,7,18.0,16.0,16.0,2.0,5.0,3.0,0.0,0.0,3.0,2.0,29.0,17.0,10.0,0.0,27.0,2.0,6.0,4.0,2.0,0.0,6.0,0.0,23.0,13.0,8.0,0.0,21.0,2.0,9.0,6.0,3.0,9.0,0.0,2.0,0.0,2.0,2.0,0.0,7.0,6.0,1.0,7.0,0.0,12.0,9.0,3.0,12.0,0.0
2018,OH-500,"OH-500-CINCINNATI,HAMILTON COUNTY",11001549,16824886,1009493,504747,OH,Cincinnati/Hamilton County CoC,Suburban CoCs,1114,810,242,15,1067,47,831,581,188,15,784,47,283,229,54,283,0,82,65,17,82,0,70.0,62.0,2.0,64.0,6.0,70,62.0,2.0,64,6,0.0,0.0,0.0,0.0,161.0,37.0,106.0,15.0,158.0,3.0,97.0,68.0,27.0,0.0,95.0,2.0,14.0,14.0,0.0,0.0,14.0,0.0,83.0,54.0,27.0,0.0,81.0,2.0,13.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4.0,13.0,0.0,20.0,14.0,6.0,20.0,0.0
