coc_number,coc_name,year,ard_ard,ard_pprn
NH-502,"Nashua,Hillsborough County",2012,1770993,1770993
NH-502,"Nashua,Hillsborough County",2013,1845624,
NH-502,"Nashua,Hillsborough County",2014,1847267,280511
NH-502,"Nashua,Hillsborough County",2015,1846344,284892
NH-502,"Nashua,Hillsborough County",2016,1814588,300921
NH-502,"Nashua,Hillsborough County",2017,1814588,322071
NH-502,"Nashua,HillsboroughCounty",2018,1814588,337190
NH-502,"Nashua,Hillsborough County",2019,1882236,334859
NJ-500,Atlantic City & County,2012,373634,477851
NJ-500,Atlantic City & County,2013,470647,
NJ-500,Atlantic City & County,2014,446431,533312
NJ-500,Atlantic City & County,2015,506980,539147
NJ-500,Atlantic City & County,2016,503032,549605
NJ-500,Atlantic City & County,2017,503028,602333
NJ-500,Atlantic City & County,2018,555007,644465
NJ-500,Atlantic City & County,2019,522091,669192
NJ-501,Bergen County,2012,2354561,5283471
NJ-501,Bergen County,2013,2186670,
NJ-501,Bergen County,2014,3385097,5561248
NJ-501,Bergen County,2015,3914869,5554142
NJ-501,Bergen County,2016,4609993,5928702
NJ-501,Bergen County,2017,4609993,6099615
NJ-501,Bergen County,2018,4869363,6521133
NJ-501,Bergen County,2019,5167909,6667204
NJ-502,Burlington County,2012,524009,524009
NJ-502,Burlington County,2013,637583,
NJ-502,Burlington County,2014,571422,320858
NJ-502,Burlington County,2015,578628,314554
NJ-502,Burlington County,2016,514068,324360
NJ-502,Burlington County,2017,478083,327409
NJ-502,Burlington County,2018,511508,350310
NJ-502,Burlington County,2019,504223,388481
NJ-503,Camden City & County,2012,2607643,2784656
NJ-503,"Camden City,Camden, Gloucester, Cumberland Counties",2013,2876173,
NJ-503,Camden City & County,2014,2754039,3774106
NJ-503,"Camden City & County,Gloucester, Cape May, Cumberland Counties",2015,3410103,4039749
NJ-503,"Camden City & County,Gloucester, Cape May, Cumberland Counties",2016,3327477,4329183
NJ-503,"Camden City & County,Gloucester, Cape May,Cumberland Counties",2017,3480031,4513336
NJ-503,"Camden City & County,Gloucester, Cape May, CumberlandCounties",2018,3451535,4832999
NJ-503,"Camden City & County,Gloucester, Cape May, Cumberland Counties",2019,3558094,4854782
NJ-504,"Newark,Essex County",2012,5505552,7962697
NJ-504,"Newark,Essex County",2013,4792298,
NJ-504,"Newark,Essex County",2014,5859663,8470741
NJ-504,"Newark,Essex County",2015,5268587,8284540
NJ-504,"Newark,Essex County",2016,6570781,8876947
NJ-504,"Newark,Essex County",2017,6646634,9164139
NJ-504,"Newark,Essex County",2018,6035911,9798154
NJ-504,"Newark,Essex County",2019,5724940,10017755
NJ-505,Gloucester County,2012,424646,424646
NJ-506,"Jersey City,Bayonne,Hudson County",2012,3567621,6311294
NJ-506,"Jersey City,Bayonne,Hudson County",2013,3494973,
NJ-506,"Jersey City,Bayonne,Hudson County",2014,4177982,6873642
NJ-506,"Jersey City,Bayonne,Hudson County",2015,4532972,6865847
NJ-506,"Jersey City,Bayonne,Hudson County",2016,6160139,6775643
NJ-506,"Jersey City,Bayonne,Hudson County",2017,6015946,6968930
NJ-506,"Jersey City, Bayonne,Hudson County",2018,6564223,7451130
NJ-506,"Jersey City,Bayonne,Hudson County",2019,6967659,7395792
NJ-507,"New Brunswick,Middlesex County",2012,1602132,1602132
NJ-507,"New Brunswick,Middlesex County",2013,1620768,
NJ-507,"New Brunswick,Middlesex County",2014,1830453,1796063
NJ-507,"New Brunswick,Middlesex County",2015,1969652,1766893
NJ-507,"New Brunswick,Middlesex County",2016,2804020,1924266
NJ-507,"New Brunswick,Middlesex County",2017,2891851,2005869
NJ-507,"NewBrunswick,Middlesex County",2018,3028900,2145147
NJ-507,"New Brunswick,Middlesex County",2019,3013036,2195634
NJ-508,Monmouth County,2012,3064884,3064884
NJ-508,Monmouth County,2013,3243901,
NJ-508,Monmouth County,2014,3126124,1870306
NJ-508,Monmouth County,2015,3264949,1853186
NJ-508,Monmouth County,2016,3111112,1899049
NJ-508,Monmouth County,2017,3248865,1974820
NJ-508,Monmouth County,2018,3444831,2111556
NJ-508,Monmouth County,2019,3514252,2133362
NJ-509,Morris County,2012,1614514,1614514
NJ-509,Morris County,2013,1781522,
NJ-509,Morris County,2014,1726804,1151236
NJ-509,Morris County,2015,1750367,1205135
NJ-509,Morris County,2016,1703815,1293234
NJ-509,Morris County,2017,1729389,1371174
NJ-509,Morris County,2018,1721613,1465976
NJ-509,Morris County,2019,1887565,1481262
NJ-510,"Lakewood Township,Ocean County",2012,418379,915118
NJ-510,"Lakewood Township,Ocean County",2013,496587,
NJ-510,"Lakewood Township,Ocean County",2014,358355,1150580
NJ-510,"Lakewood Township,Ocean County",2015,492410,1180260
NJ-510,"Lakewood Township,Ocean County",2016,427371,1249262
NJ-510,"Lakewood Township,Ocean County",2017,589737,1275867
NJ-510,"Lakewood Township,Ocean County",2018,574359,1364474
NJ-510,"Lakewood Township,Ocean County",2019,572175,1418874
NJ-511,"Paterson,Passaic County",2012,2145193,2145193
NJ-511,"Paterson,Passaic County",2013,2619281,
NJ-511,"Paterson,Passaic County",2014,2872562,2523370
NJ-511,"Paterson,Passaic County",2015,3699848,3138929
NJ-511,"Paterson,Passaic County",2016,3971236,3274589
NJ-511,"Paterson,Passaic County",2017,3971236,3245404
NJ-511,"Paterson,Passaic County",2018,4137117,3470108
NJ-511,"Paterson,Passaic County",2019,4433770,3201106
NJ-512,Salem County,2012,142561,151458
NJ-512,Salem County,2013,146161,
NJ-512,Salem County,2014,144160,159031
NJ-512,Salem County,2015,144160,171678
NJ-512,Salem County,2016,144160,184980
NJ-512,Salem County,2017,134069,197467
NJ-512,Salem County,2018,135510,212365
NJ-512,Salem County,2019,127379,208890
NJ-513,Somerset County,2012,351423,351423
NJ-513,Somerset County,2013,392954,
NJ-513,Somerset County,2014,397733,288501
NJ-513,Somerset County,2015,402656,286955
NJ-513,Somerset County,2016,385381,317495
NJ-513,Somerset County,2017,404650,331034
NJ-513,Somerset County,2018,412830,354188
NJ-513,Somerset County,2019,385708,356208
NJ-514,"Trenton,Mercer County",2012,2845944,2845944
NJ-514,"Trenton,Mercer County",2013,3049578,
NJ-514,"Trenton,Mercer County",2014,2891637,2077992
NJ-514,"Trenton,Mercer County",2015,3353322,2133399
NJ-514,"Trenton,Mercer County",2016,3553573,2219659
NJ-514,"Trenton,Mercer County",2017,3731252,2234644
NJ-514,"Trenton,Mercer County",2018,3884113,2385516
NJ-514,"Trenton,Mercer County",2019,4216090,2513398
NJ-515,"Elizabeth,Union County",2012,3942082,3942082
NJ-515,"Elizabeth,Union County",2013,4250233,
NJ-515,"Elizabeth,Union County",2014,4440990,4191370
NJ-515,"Elizabeth,Union County",2015,4449642,4408064
NJ-515,"Elizabeth,Union County",2016,4354444,4742668
NJ-515,"Elizabeth,Union County",2017,4456445,4716113
NJ-515,"Elizabeth,Union County",2018,4668228,5042138
NJ-515,"Elizabeth,Union County",2019,4170723,4740594
NJ-516,"Warren, Sussex Hunterdon Counties",2012,635488,635488
NJ-516,"Warren, Sussex Hunterdon Counties",2013,1024306,
NJ-516,"Warren, Sussex Hunterdon Counties",2014,1027523,659966
NJ-516,"Warren, Sussex, Hunterdon Counties",2015,1116573,682254
NJ-516,"Warren, Sussex, Hunterdon Counties",2016,1189112,752861
NJ-516,"Warren, Sussex, Hunterdon Counties",2017,1189112,781499
NJ-516,"Warren, Sussex, Hunterdon Counties",2018,1174640,832376
NJ-516,"Warren, Sussex Hunterdon Counties",2019,1218262,837991
NJ-518,"Ocean City,Cape May County",2012,180366,246332
NJ-518,"Ocean City,Cape May County",2013,235108,
NJ-518,"Ocean City,Cape May County",2014,368074,311732
NJ-520,Cumberland County,2012,36579,325867
NM-500,Albuquerque,2012,4834956,4834956
NM-500,Albuquerque,2013,5204257,
NM-500,Albuquerque,2014,4971616,2629034
NM-500,Albuquerque,2015,5092874,2637264
NM-500,Albuquerque,2016,5528584,2796071
NM-500,Albuquerque,2017,5628584,2929502
NM-500,Albuquerque,2018,5432713,3131948
NM-500,Albuquerque,2019,5409952,3268652
NM-501,New Mexico Balance of State,2012,3519880,3519880
NM-501,New Mexico Balance of State,2013,3968556,
NM-501,New Mexico Balance of State,2014,4198633,2639202
NM-501,New Mexico Balance of State,2015,4356940,2763319
NM-501,New Mexico Balance of State,2016,4796206,3276795
NM-501,New Mexico Balance of State,2017,4940626,3446248
NM-501,New Mexico Balance of State,2018,4986165,3687311
NM-501,New Mexico Balance of State,2019,5258539,3631229
NV-500,"Las Vegas,Clark County",2012,7704182,7704182
NV-500,"Las Vegas,Clark County",2013,11134672,
NV-500,"Las Vegas,Clark County",2014,11353549,7627403
NV-500,"Las Vegas,Clark County",2015,12421218,8892355
NV-500,"Las Vegas,Clark County",2016,13097155,9960160
NV-500,"Las Vegas,Clark County",2017,13095242,10413002
NV-500,"Las Vegas,Clark County",2018,13204268,11132892
NV-500,"Las Vegas,Clark County",2019,13840004,11293232
NV-501,"Reno,Sparks,Washoe County",2012,1887171,1887171
NV-501,"Reno,Sparks,Washoe County",2013,1821636,
NV-501,"Reno,Sparks,Washoe County",2014,1589794,1486586
NV-501,"Reno, Sparks,Washoe County",2015,1593622,1502211
NV-501,"Reno, Sparks,Washoe County",2016,1575172,1710408
NV-501,"Reno, Sparks,Washoe County",2017,1651750,1779563
NV-501,"Reno,Sparks,Washoe County",2018,1654208,1882238
NV-501,"Reno,Sparks,Washoe County",2019,1625336,1940680
NV-502,Nevada Balance of State,2012,754329,754329
NV-502,Nevada Balance of State,2013,731390,
NV-502,Nevada Balance of State,2014,637400,537506
NV-502,Nevada Balance of State,2015,641648,576271
NV-502,Nevada Balance of State,2016,590149,611588
NV-502,Nevada Balance of State,2017,574995,627803
NV-502,Nevada Balance of State,2018,539475,583329
NV-502,Nevada Balance of State,2019,665216,111208
NY-500,"Rochester,Irondequoit,Greece,Monroe County",2012,9237297,9237297
NY-500,"Rochester,Irondequoit,Greece,Monroe County",2013,9913120,
NY-500,"Rochester,Irondequoit,Greece,Monroe County",2014,10677153,6850794
NY-500,"Rochester, Irondequoit, Greece,Monroe County",2015,11662585,6785056
NY-500,"Rochester, Irondequoit, Greece,Monroe County",2016,11043669,7179294
NY-500,"Rochester, Irondequoit,Greece,Monroe County",2017,11522645,7375300
NY-500,"Rochester, Irondequoit, Greece,Monroe County",2018,12080024,7885259
NY-500,"Rochester,Irondequoit,Greece,Monroe County",2019,12149041,7602108
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2012,1354410,1354410
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2013,1538518,
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2014,1493385,1138723
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2015,1482865,1169480
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2016,1482865,1204260
NY-501,"Elmira,Steuben, Allegany,Livingston, Chemung, Schuyler Counties",2017,1482865,1260856
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, SchuylerCounties",2018,1519897,1355182
NY-501,"Elmira,Steuben, Allegany, Livingston, Chemung, Schuyler Counties",2019,1663858,1365917
NY-502,"Auburn,Cayuga County",2012,307520,319661
NY-502,"Auburn,Cayuga County",2013,329738,
NY-502,"Auburn,Cayuga County",2014,300779,346996
NY-502,"Auburn,Cayuga County",2015,294943,358017
NY-503,Albany City & County,2012,4279118,4279118
NY-503,Albany City & County,2013,4393176,
NY-503,Albany City & County,2014,4324244,2464779
NY-503,Albany City & County,2015,4423358,2494282
NY-503,Albany City & County,2016,4908071,2625689
NY-503,Albany City & County,2017,5006829,2681159
NY-503,Albany City & County,2018,4935437,2865164
NY-503,Albany City & County,2019,5416644,2908554
NY-504,Cattaraugus County,2012,439070,439070
NY-504,Cattaraugus County,2013,417058,
NY-504,Cattaraugus County,2014,396205,290691
NY-504,Cattaraugus County,2015,406172,292170
NY-504,Cattaraugus County,2016,343254,306381
NY-504,Cattaraugus County,2017,319226,316477
NY-504,Cattaraugus County,2018,318746,332428
NY-504,Cattaraugus County,2019,265179,344020
NY-505,"Syracuse,Onondaga County",2012,9001561,9001561
NY-505,"Syracuse,Onondaga County",2013,9155843,
NY-505,"Syracuse,Onondaga County",2014,8763486,4494579
NY-505,"Syracuse,Onondaga, Oswego Counties",2015,8762081,4828163
NY-505,"Syracuse,Onondaga, Oswego Counties",2016,8276132,5437911
NY-505,"Syracuse, Auburn,Onondaga,Oswego, Cayuga Counties",2017,8590511,5595880
NY-505,"Syracuse, Auburn,Onondaga, Oswego, Cayuga Counties",2018,8475964,5993127
NY-505,"Syracuse,Onondaga County",2019,9218019,5994636
NY-506,"Fulton, Montgomery, Schoharie Counties",2012,0,418782
NY-507,Schenectady City & County,2012,3147682,3147682
NY-507,Schenectady City & County,2013,3321020,
NY-507,Schenectady City & County,2014,3342173,1499141
NY-507,Schenectady City & County,2015,3328436,1561503
NY-507,Schenectady City & County,2016,3767965,1652485
NY-507,Schenectady City & County,2017,3862164,1720947
NY-507,Schenectady City & County,2018,3859980,1845912
NY-507,Schenectady City & County,2019,3939164,1825298
NY-508,"Buffalo,Erie County",2012,8416316,10623983
NY-508,"Buffalo,Niagara Falls,Erie, Niagara Counties",2013,9093655,
NY-508,"Buffalo,Niagara Falls,Erie, Niagara Counties",2014,9209039,14244415
NY-508,"Buffalo, Niagara Falls,Erie, Niagara, Orleans, Genesee, Wyoming Counties",2015,10212353,14311369
NY-508,"Buffalo, Niagara Falls,Erie, Niagara, Orleans, Genesee, Wyoming Counties",2016,10871209,15079258
NY-508,"Buffalo, Niagara Falls,Erie,Niagara, Orleans, Genesee, Wyoming Counties",2017,11313196,15576226
NY-508,"Buffalo, Niagara Falls,Erie, Niagara, Orleans, Genesee,Wyoming Counties",2018,11655799,16662417
NY-508,"Buffalo,Niagara Falls,Erie, Niagara, Orleans,Genesee, Wyoming  Counties",2019,11707490,16614588
NY-509,Oswego County,2012,0,355959
NY-509,Oswego County,2014,0,390489
NY-510,"Ithaca,Tompkins County",2012,233292,319579
NY-510,"Ithaca,Tompkins County",2013,227316,
NY-510,"Ithaca,Tompkins County",2014,240358,365485
NY-510,"Ithaca,Tompkins County",2015,236206,371425
NY-510,"Ithaca,Tompkins County",2016,200775,375412
NY-510,"Ithaca,Tompkins County",2017,185795,389076
NY-510,"Ithaca,Tompkins County",2018,209140,414044
NY-510,"Ithaca,Tompkins County",2019,204846,402755
NY-511,"Binghamton,Union Town,Broome, Otsego Counties Continuum",2012,1189458,1922700
NY-511,"Binghamton,Union Town,Broome, Otsego Counties Continuum",2013,1477720,
NY-511,"Binghamton,Union Town,Broome, Otsego, Chenango, Cortland Counties",2014,1564268,2479715
NY-511,"Binghamton, Union Town,Broome, Otsego, Chenango, Delaware, Cortland Counties",2015,1606909,2486421
NY-511,"Binghamton, Union,Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties",2016,1488791,2695904
NY-511,"Binghamton, Union,Broome,Otsego, Chenango, Delaware, Cortland,Tioga Counties",2017,1526340,2793565
NY-511,"Binghamton, Union Town,Broome, Otsego, Chenango, Delaware, Cortland, TiogaCounties",2018,1591655,2988684
NY-511,"Binghamton,Union Town,Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties",2019,1599683,3018756
NY-512,"Troy,Rensselaer County",2012,2779756,2779756
NY-512,"Troy,Rensselaer County",2013,2929261,
NY-512,"Troy,Rensselaer County",2014,3026553,1339896
NY-512,"Troy,Rensselaer County",2015,3041965,1358822
NY-512,"Troy,Rensselaer County",2016,3119336,1434673
NY-512,"Troy,Rensselaer County",2017,3198646,1492205
NY-512,"Troy,Rensselaer County",2018,3219814,1598866
NY-512,"Troy,Rensselaer County",2019,3433031,1570895
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2012,180483,607208
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2013,178430,
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2014,169508,730858
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2015,241291,772850
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2016,291707,767585
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2017,291662,788698
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2018,303702,851901
NY-513,"Wayne, Ontario, Seneca, Yates Counties",2019,305840,867062
NY-514,"Jamestown,Dunkirk,Chautauqua County",2012,263479,611705
NY-514,"Jamestown,Dunkirk,Chautauqua County",2013,252693,
NY-514,"Jamestown,Dunkirk,Chautauqua County",2014,237502,678868
NY-514,"Jamestown, Dunkirk,Chautauqua County",2015,248087,688283
NY-514,"Jamestown, Dunkirk,Chautauqua County",2016,210878,725430
NY-514,"Jamestown,Dunkirk,Chautauqua County",2017,196117,748691
NY-514,"Jamestown, Dunkirk,ChautauquaCounty",2018,201899,799802
NY-514,"Jamestown,Dunkirk,Chautauqua County",2019,199474,787166
NY-516,Clinton County,2012,190141,221054
NY-516,Clinton County,2013,168570,
NY-516,Clinton County,2014,167662,251161
NY-516,Clinton County,2015,173134,260595
NY-516,Clinton County,2016,146329,260692
NY-516,Clinton County,2017,136086,264509
NY-516,Clinton County,2018,146634,282886
NY-516,Clinton County,2019,138546,290552
NY-517,Orleans County,2012,83701,370642
NY-517,Orleans County,2013,83701,
NY-517,Orleans County,2014,66697,448522
NY-518,"Utica,Rome,Oneida County",2012,3427968,3589671
NY-518,"Utica,Rome,Oneida, Madison Counties",2013,3434564,
NY-518,"Utica,Rome,Oneida, Madison Counties",2014,3462796,2261371
NY-518,"Utica, Rome,Oneida, Madison Counties",2015,3387693,2244811
NY-518,"Utica, Rome,Oneida, Madison Counties",2016,3019729,2363910
NY-518,"Utica, Rome,Oneida, Madison Counties",2017,3019729,2471807
NY-518,"Utica, Rome,Oneida, MadisonCounties",2018,3200761,2644413
NY-518,"Utica,Rome,Oneida, Madison Counties",2019,3152035,2693006
NY-519,"Columbia,Greene County",2012,344806,344806
NY-519,"Columbia,Greene County",2013,414309,
NY-519,"Columbia,Greene County",2014,432767,334633
NY-519,"Columbia, Greene Counties",2015,455666,343640
NY-519,"Columbia, Greene Counties",2016,437789,362416
NY-519,"Columbia, Greene Counties",2017,437789,371363
NY-519,"Columbia, Greene Counties",2018,450819,390558
NY-519,"Columbia,Greene County",2019,450819,396590
NY-520,Franklin County,2012,53555,267005
NY-520,Franklin County,2013,50667,
NY-520,Franklin County,2014,51983,327027
NY-520,Franklin County,2015,51601,347307
NY-520,Franklin County,2016,78804,337722
NY-520,"Franklin, Essex Counties",2017,78804,349005
NY-520,"Franklin, Essex Counties",2018,80261,366918
NY-520,Franklin County,2019,79733,368927
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2012,1163571,1163571
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2013,1259055,
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2014,1236855,877544
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2015,1227155,981234
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2016,1230227,1010078
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2017,1260982,1067601
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2018,1253146,1127314
NY-522,"Jefferson, Lewis, St. Lawrence Counties",2019,1256743,874365
NY-523,"Glen Falls,Saratoga Springs,Saratoga County",2012,1192517,1192517
NY-523,"Glens Falls,Saratoga Springs,Saratoga, Washington, Warren, Hamilton Counties",2013,1211423,
NY-523,"Glens Falls,Saratoga Springs,Saratoga, Washington,Warren, Hamilton Counties",2014,1347320,930181
NY-523,"Glens Falls, Saratoga Springs,Saratoga, Washington, Warren, Hamilton Counties",2015,1326021,915525
NY-523,"Glens Falls, Saratoga Springs,Saratoga, Washington, Warren, Hamilton Counties",2016,1534955,942235
NY-523,"Glens Falls, Saratoga Springs,Saratoga, Washington, Warren,Hamilton Counties",2017,1534955,953895
NY-523,"Glens Falls, Saratoga Springs,Saratoga, Washington, Warren,Hamilton Counties",2018,1529015,1037930
NY-523,"Glens Falls,Saratoga Springs,Saratoga, Washington, Warren, Hamilton Counties",2019,1676117,1048157
NY-524,"Niagara Falls,Niagara County",2012,175888,1548943
NY-525,New York Balance of State,2019,0,1098575
NY-600,New York City,2012,112036560,112036560
NY-600,New York City,2013,114651196,
NY-600,New York City,2014,103043262,104243227
NY-600,New York City,2015,107080256,10270049
NY-600,New York City,2016,104485257,109711721
NY-600,New York City,2017,101795872,113335025
NY-600,New York City,2018,106447473,121167367
NY-600,New York City,2019,119643563,122010346
NY-601,"Poughkeepsie,Dutchess County",2012,1361016,1361016
NY-601,"Poughkeepsie,Dutchess County",2013,1393529,
NY-601,"Poughkeepsie,Dutchess County",2014,1335403,500724
NY-601,"Poughkeepsie,Dutchess County",2015,1310538,550801
NY-601,"Poughkeepsie,Dutchess County",2016,1299245,568964
NY-601,"Poughkeepsie,Dutchess County",2017,1299245,574992
NY-601,"Poughkeepsie,DutchessCounty",2018,1297157,615211
NY-601,"Poughkeepsie,Dutchess County",2019,1334693,607705
NY-602,"Newburgh,Middletown,Orange County",2012,2308733,2308733
NY-602,"Newburgh,Middletown,Orange County",2013,2345519,
NY-602,"Newburgh,Middletown,Orange County",2014,2389671,645507
NY-602,"Newburgh, Middletown,Orange County",2015,2583317,685691
NY-602,"Newburgh, Middletown,Orange County",2016,2714912,739826
NY-602,"Newburgh, Middletown,Orange County",2017,2662004,785132
NY-602,"Newburgh, Middletown,OrangeCounty",2018,2549566,840049
NY-602,"Newburgh,Middletown,Orange County",2019,2632451,1636853
NY-603,"Islip,Babylon,Huntington,Suffolk County",2012,10914089,10914089
NY-603,"Nassau, Suffolk Counties,Babylon,Islip,Huntington",2013,11079577,
NY-603,"Nassau, Suffolk Counties,Babylon,Islip,Huntington",2014,11236060,11895084
NY-603,"Nassau, Suffolk Counties",2015,11976136,12085403
NY-603,"Nassau, Suffolk Counties",2016,10093402,12929849
NY-603,"Nassau, Suffolk Counties",2017,10224753,13702401
NY-603,"Nassau, Suffolk Counties",2018,11808209,14649691
NY-603,"Nassau, Suffolk Counties",2019,12716632,13798658
NY-604,"Yonkers,Mount Vernon,New Rochelle,Westchester County",2012,14650995,14650995
NY-604,"Yonkers,Mount Vernon,New Rochelle,Westchester County",2013,13918213,
NY-604,"Yonkers,Mount Vernon,New Rochelle,Westchester County",2014,13449534,6251064
NY-604,"Yonkers, Mount Vernon,Westchester County",2015,16572093,6335806
NY-604,"Yonkers, Mount Vernon,Westchester County",2016,15877082,5358389
NY-604,"Yonkers, Mount Vernon,Westchester County",2017,15877082,5570257
NY-604,"Yonkers, MountVernon,Westchester County",2018,17867544,5975731
NY-604,"Yonkers,Mount Vernon,New Rochelle,Westchester County",2019,18656370,5956116
NY-606,Rockland County,2012,472971,1009507
NY-606,Rockland County,2013,710482,
NY-606,Rockland County,2014,652999,1327031
NY-606,Rockland County,2015,661201,1379219
NY-606,Rockland County,2016,686899,1486529
NY-606,Rockland County,2017,686899,1552691
NY-606,Rockland County,2018,803640,1659991
NY-606,Rockland County,2019,852336,1175325
NY-607,Sullivan County,2012,469921,469921
NY-607,Sullivan County,2013,471694,
NY-607,Sullivan County,2014,453186,308527
NY-607,Sullivan County,2015,438066,320518
NY-607,Sullivan County,2016,394588,307299
NY-607,Sullivan County,2017,366967,325611
NY-607,Sullivan County,2018,303643,326923
NY-607,Sullivan County,2019,281080,320582
NY-608,"Kingston,Ulster County",2012,1274677,1274677
NY-608,"Kingston,Ulster County",2013,1303361,
NY-608,"Kingston,Ulster County",2014,1173186,643661
NY-608,"Kingston,Ulster County",2015,1212133,617125
NY-608,"Kingston,Ulster County",2016,1132736,634101
NY-608,"Kingston,Ulster County",2017,1132736,623922
NY-608,"Kingston,Ulster County",2018,1138244,649642
NY-608,"Kingston,Ulster County",2019,1201623,684192
OH-500,"Cincinnati,Hamilton County",2012,13021916,13021916
OH-500,"Cincinnati,Hamilton County",2013,14166794,
OH-500,"Cincinnati,Hamilton County",2014,14692547,9229439
OH-500,"Cincinnati,Hamilton County",2015,16015269,9392800
OH-500,"Cincinnati,Hamilton County",2016,16376365,9977073
OH-500,"Cincinnati,Hamilton County",2017,16580906,10290421
OH-500,"Cincinnati,Hamilton County",2018,16824886,11001549
OH-500,"Cincinnati,Hamilton County",2019,20516188,10903098
OH-501,"Toledo,Lucas County",2012,4493973,4493973
OH-501,"Toledo,Lucas County",2013,4409964,
OH-501,"Toledo,Lucas County",2014,4323019,4966129
OH-501,"Toledo,Lucas County",2015,4326103,4849025
OH-501,"Toledo,Lucas County",2016,4122186,5143966
OH-501,"Toledo,Lucas County",2017,4025860,5339536
OH-501,"Toledo,Lucas County",2018,4143741,5711115
OH-501,"Toledo,Lucas County",2019,4070395,5716802
OH-502,"Cleveland,Cuyahoga County",2012,25014914,25014914
OH-502,"Cleveland,Cuyahoga County",2013,25258053,
OH-502,"Cleveland,Cuyahoga County",2014,24910446,18329717
OH-502,"Cleveland,Cuyahoga County",2015,25352999,17992463
OH-502,"Cleveland,Cuyahoga County",2016,26697332,19063374
OH-502,"Cleveland,Cuyahoga County",2017,26697332,19731977
OH-502,"Cleveland,Cuyahoga County",2018,27022106,21096539
OH-502,"Cleveland,Cuyahoga County",2019,27762915,21077839
OH-503,"Columbus,Franklin County",2012,9750938,9750938
OH-503,"Columbus,Franklin County",2013,9762787,
OH-503,"Columbus,Franklin County",2014,9410761,5642261
OH-503,"Columbus,Franklin County",2015,10896951,5740754
OH-503,"Columbus,Franklin County",2016,11452649,5999062
OH-503,"Columbus,Franklin County",2017,11516849,6251713
OH-503,"Columbus,Franklin County",2018,11469253,6683743
OH-503,"Columbus,Franklin County",2019,13179482,6597722
OH-504,"Youngstown,Mahoning County",2012,2044014,2190287
OH-504,"Youngstown,Mahoning County",2013,2213411,
OH-504,"Youngstown,Mahoning County",2014,2081927,2611406
OH-504,"Youngstown,Mahoning County",2015,2113522,2478554
OH-504,"Youngstown,Mahoning County",2016,1626837,2625797
OH-504,"Youngstown,Mahoning County",2017,1683905,2698422
OH-504,"Youngstown,MahoningCounty",2018,1784205,2879600
OH-504,"Youngstown,Mahoning County",2019,1866583,2885688
OH-505,"Dayton,Kettering,Montgomery County",2012,7712438,7712438
OH-505,"Dayton,Kettering,Montgomery County",2013,8522737,
OH-505,"Dayton,Kettering,Montgomery County",2014,8188371,4859920
OH-505,"Dayton, Kettering,Montgomery County",2015,8103403,4696606
OH-505,"Dayton, Kettering,Montgomery County",2016,8475894,5034427
OH-505,"Dayton, Kettering,Montgomery County",2017,9042419,5265100
OH-505,"Dayton,Kettering,Montgomery County",2018,9204284,5629063
OH-505,"Dayton,Kettering,Montgomery County",2019,10052718,5753014
OH-506,"Akron,Baberton,Summit County",2012,4080761,4080761
OH-506,"Akron,Baberton,Summit County",2013,4715222,
OH-506,"Akron,Baberton,Summit County",2014,4420809,4409864
OH-506,"Akron,Summit County",2015,4405305,4358401
OH-506,"Akron,Summit County",2016,4498806,4630874
OH-506,"Akron,Summit County",2017,4554827,4761787
OH-506,"Akron, Barberton,Summit County",2018,4575345,5091346
OH-506,"Akron,Baberton,Summit County",2019,4675955,5051153
OH-507,Ohio Balance of State,2012,13379476,13379476
OH-507,Ohio Balance of State,2013,14129459,
OH-507,Ohio Balance of State,2014,14402018,14219817
OH-507,Ohio Balance of State,2015,15831743,14378921
OH-507,Ohio Balance of State,2016,15304725,15308382
OH-507,Ohio Balance of State,2017,15832855,15869757
OH-507,Ohio Balance of State,2018,16404500,16981872
OH-507,Ohio Balance of State,2019,20190131,16932282
OH-508,"Canton,Massillon,Alliance,Stark County",2012,2156434,2156434
OH-508,"Canton,Massillon,Alliance,Stark County",2013,2319311,
