year,coc_number,coc_name
2012,NV-500,Las Vegas/Clark County
2012,NV-501,"Reno, Sparks/Washoe County"
2012,NV-502,Nevada Balance of State
2012,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties"
2012,NY-600,New York City
2012,NY-602,"Newburgh, Middletown/Orange County"
2012,NY-510,Ithaca/Tompkins County
2012,NY-524,Niagara Falls/Niagara County
2012,NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester County
2012,NY-500,"Rochester, Irondequoit, Greece/Monroe County"
2012,NY-507,Schenectady City & County
2012,NY-511,"Binghamton/Union Town/Broome, Otsego Counties"
2012,NY-518,"Utica, Rome/Oneida, Madison Counties"
2012,NY-606,Rockland County
2012,NY-503,Albany City & County
2012,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties"
2012,NY-607,Sullivan County
2012,NY-519,"Columbia, Greene Counties"
2012,NY-505,Syracuse/Onondaga County
2012,NY-601,Poughkeepsie/Dutchess County
2012,NY-520,Franklin County
2012,NY-502,Auburn/Cayuga County
2012,NY-522,"Jefferson, Lewis, Saint Lawrence Counties"
2012,NY-512,Troy/Rensselaer County
2012,NY-504,Cattaraugus County
2012,NY-608,Kingston/Ulster County
2012,NY-603,"Nassau, Suffolk Counties/Babylon/Islip/Huntington"
2012,NY-513,"Wayne, Ontario, Seneca, Yates Counties"
2012,NY-508,Buffalo/Erie County
2012,NY-514,"Jamestown, Dunkirk/Chautauqua County"
2012,NY-516,Clinton County
2012,NY-517,Orleans County
2012,OH-501,Toledo/Lucas County
2012,OH-503,Columbus/Franklin County
2012,OH-502,Cleveland/Cuyahoga County
2012,OH-505,"Dayton, Kettering/Montgomery County"
2012,OH-508,"Canton, Massillon, Alliance/Stark County"
2012,OH-500,Cincinnati/Hamilton County
2012,OH-507,Ohio Balance of State
2012,OH-504,Youngstown/Mahoning County
2012,OH-506,Akron/Barberton/Summit County
2012,OK-502,Oklahoma City
2012,OK-503,Oklahoma Balance of State
2012,OK-500,North Central Oklahoma
2012,OK-504,Norman/Cleveland County
2012,OK-505,Northeast Oklahoma
2012,OK-506,Southwest Oklahoma Regional
2012,OK-507,Southeastern Oklahoma Regional
2012,OK-501,Tulsa City & County/Broken Arrow
2012,OR-507,Clackamas County
2012,OR-501,"Portland, Gresham/Multnomah County"
2012,OR-500,"Eugene, Springfield/Lane County"
2012,OR-505,Oregon Balance of State
2012,OR-502,"Medford, Ashland/Jackson County"
2012,OR-503,Central Oregon
2012,OR-506,"Hillsboro, Beaverton/Washington County"
2012,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County"
2012,PA-603,Beaver County
2012,PA-507,Altoona/Central Pennsylvania
2012,PA-509,Allentown/Northeast Pennsylvania
2012,PA-601,Southwest Pennsylvania
2012,PA-500,Philadelphia
2012,PA-605,Erie City & County
2012,PA-506,Reading/Berks County
2012,PA-502,"Upper Darby, Chester, Haverford/Delaware County"
2012,PA-504,"Lower Merion, Norristown, Abington/Montgomery County"
2012,PA-508,Scranton/Lackawanna County
2012,PA-510,Lancaster City & County
2012,PA-602,Northwest Pennsylvania
2012,PA-505,Chester County
2012,PA-511,"Bristol, Bensalem/Bucks County"
2012,PA-501,Harrisburg/Dauphin County
2012,PA-503,"Wilkes-Barre, Hazleton, Luzerne County"
2012,PA-512,York City & County
2012,PR-502,Puerto Rico Balance of Commonwealth
2012,PR-503,South-Southeast Puerto Rico
2012,RI-500,Rhode Island Statewide
2012,SC-502,Columbia/Midlands
2012,SC-500,Charleston/Low Country
2012,SC-503,"Myrtle Beach, Sumter City & County"
2012,SC-501,"Greenville, Anderson, Spartanburg/Upstate"
2012,SD-500,South Dakota Statewide
2012,TN-504,Nashville-Davidson County
2012,TN-500,Chattanooga/Southeast Tennessee
2012,TN-502,Knoxville/Knox County
2012,TN-509,Appalachian Regional
2012,TN-506,Upper Cumberland
2012,TN-510,Murfreesboro/Rutherford County
2012,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties"
2012,TN-503,Central Tennessee
2012,TN-501,Memphis/Shelby County
2012,TN-507,Jackson/West Tennessee
2012,TX-600,"Dallas City & County, Irving"
2012,TX-500,San Antonio/Bexar County
2012,TX-700,Houston/Harris County
2012,TX-601,"Fort Worth, Arlington/Tarrant County"
2012,TX-603,El Paso City & County
2012,TX-501,Corpus Christi/Nueces County
2012,TX-701,"Bryan, College Station/Brazos Valley"
2012,TX-604,Waco/McLennan County
2012,TX-703,"Beaumont, Port Arthur/South East Texas"
2012,TX-607,Texas Balance of State
2012,TX-503,Austin/Travis County
2012,TX-611,Amarillo
2012,TX-504,"Victoria/Dewitt, Lavaca, Gonzales Counties"
2012,UT-504,Provo/Mountainland
2012,UT-500,Salt Lake City & County
2012,UT-503,Utah Balance of State
2012,VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties"
2012,VA-602,Loudoun County
2012,VA-600,Arlington County
2012,VA-603,Alexandria
2012,VA-502,"Roanoke City & County, Salem"
2012,VA-507,Portsmouth
2012,VA-508,Lynchburg
2012,VA-604,Prince William County
2012,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties"
2012,VA-509,Petersburg
2012,VA-510,"Staunton/Waynesboro/Augusta, Highland Counties"
2012,VA-503,Virginia Beach
2012,VA-513,"Harrisonburg, Winchester/Western Virginia"
2012,VA-504,Charlottesville
2012,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties"
2012,VA-517,Danville/Martinsville
2012,VA-601,Fairfax County
2012,VA-521,Virginia Balance of State
2012,VA-505,"Newport News, Hampton/Virginia Peninsula"
2012,VI-500,Virgin Islands
2012,VT-501,Burlington/Chittenden County
2012,VT-500,Vermont Balance of State
2012,WA-500,Seattle/King County
2012,WA-503,"Tacoma, Lakewood/Pierce County"
2012,WA-507,Yakima City & County
2012,WA-502,Spokane City & County
2012,WA-508,Vancouver/Clark County
2012,WA-501,Washington Balance of State
2012,WA-504,Everett/Snohomish County
2012,WI-503,Madison/Dane County
2012,WI-501,Milwaukee City & County
2012,WI-500,Wisconsin Balance of State
2012,WI-502,Racine City & County
2012,WV-508,West Virginia Balance of State
2012,WV-500,"Wheeling, Weirton Area"
2012,WV-501,"Huntington/Cabell, Wayne Counties"
2012,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties"
2012,WY-500,Wyoming Statewide
2011,AK-500,Anchorage
2011,AK-501,Alaska Balance of State
2011,AL-502,Florence/Northwest Alabama
2011,AL-503,Huntsville/North Alabama
2011,AL-500,"Birmingham/Jefferson, Saint Clair, Shelby Counties"
2011,AL-504,Montgomery City & County
2011,AL-505,Gadsden/Northeast Alabama
2011,AL-506,Tuscaloosa City & County
2011,AL-507,Alabama Balance of State
2011,AL-501,Mobile City & County/Baldwin County
2011,AR-500,Little Rock/Central Arkansas
2011,AR-501,Fayetteville/Northwest Arkansas
2011,AR-503,"Mississippi, Phillips Counties"
2011,AR-504,Delta Hills
2011,AR-505,Southeast Arkansas
2011,AR-507,Eastern Arkansas
2011,AZ-500,Arizona Balance of State
2011,AZ-502,Phoenix/Mesa/Maricopa County Regional
2011,AZ-501,Tucson/Pima County
2011,CA-507,Marin County
2011,CA-501,San Francisco
2011,CA-600,Los Angeles City & County
2011,CA-518,Vallejo/Solano County
2011,CA-611,Oxnard
2011,CA-505,Richmond/Contra Costa County
2011,CA-607,Pasadena
2011,CA-511,Stockton/San Joaquin County
2011,CA-609,San Bernardino City & County
2011,CA-603,Santa Maria/Santa Barbara County
2011,CA-519,"Chico, Paradise/Butte County"
2011,CA-514,Fresno/Madera County
2011,CA-601,San Diego City & County
2011,CA-508,Watsonville/Santa Cruz City & County
2011,CA-520,Merced City & County
2011,CA-612,Glendale
2011,CA-504,"Santa Rosa, Petaluma/Sonoma County"
2011,CA-602,"Santa Ana, Anaheim/Orange County"
2011,CA-604,Bakersfield/Kern County
2011,CA-515,"Roseville, Rocklin/Placer, Nevada Counties"
2011,CA-521,"Davis, Woodland/Yolo County"
2011,CA-509,Mendocino County
2011,CA-502,Oakland/Alameda County
2011,CA-500,"San Jose, Santa Clara City & County"
2011,CA-613,Imperial County
2011,CA-506,"Salinas/Monterey, San Benito Counties"
2011,CA-516,Redding/Shasta County
2011,CA-606,Long Beach
2011,CA-614,San Luis Obispo County
2011,CA-522,Humboldt County
2011,CA-512,Daly City/San Mateo County
2011,CA-503,Sacramento City & County
2011,CA-608,Riverside City & County
2011,CA-523,"Colusa, Glenn, Lake, Tehama, Trinity Counties"
2011,CA-510,"Turlock, Modesto/Stanislaus County"
2011,CA-517,Napa City & County
2011,CA-525,El Dorado County
2011,CA-526,"Tuolumne, Calaveras, Amador Counties"
2011,CA-605,San Buenaventura/Ventura County
2011,CA-513,"Visalia/Kings, Tulare Counties"
2011,CO-503,Metropolitan Denver Homeless Initiative
2011,CO-500,Colorado Balance of State
2011,CO-504,Colorado Springs/El Paso County
2011,CT-512,Waterbury
2011,CT-506,Norwalk/Fairfield County
2011,CT-505,Connecticut Balance of State
2011,CT-501,New Haven
2011,CT-503,"Bridgeport, Stratford, Fairfield"
2011,CT-508,"Stamford, Greenwich"
2011,CT-502,Hartford
2011,DC-500,District of Columbia
2011,DE-500,Delaware Statewide
2011,FL-502,"Saint Petersburg, Clearwater, Largo/Pinellas County"
2011,FL-510,"Jacksonville-Duval, Clay Counties"
2011,FL-600,Miami-Dade County
2011,FL-601,Ft Lauderdale/Broward County
2011,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties"
2011,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2011,FL-605,West Palm Beach/Palm Beach County
2011,FL-506,Tallahassee/Leon County
2011,FL-508,"Gainesville/Alachua, Putnam Counties"
2011,FL-602,Punta Gorda/Charlotte County
2011,FL-511,"Pensacola/Escambia, Santa Rosa Counties"
2011,FL-606,Naples/Collier County
2011,FL-501,Tampa/Hillsborough County
2011,FL-512,Saint Johns County
2011,FL-503,Lakeland
2011,FL-603,"Ft Myers, Cape Coral/Lee County"
2011,FL-509,"Fort Pierce/Saint Lucie, Indian River, Martin Counties"
2011,FL-513,"Palm Bay, Melbourne/Brevard County"
2011,FL-604,Monroe County
2011,FL-514,Ocala/Marion County
2011,FL-507,"Orlando/Orange, Osceola, Seminole Counties"
2011,FL-515,"Panama City/Bay, Jackson Counties"
2011,FL-516,Winterhaven/Polk County
2011,FL-517,"Hendry, Hardee, Highlands Counties"
2011,FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties"
2011,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties"
2011,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties"
2011,FL-519,Pasco County
2011,GA-501,Georgia Balance of State
2011,GA-506,Marietta/Cobb County
2011,GA-500,"Atlanta/Roswell/DeKalb, Fulton Counties"
2011,GA-507,Savannah/Chatham County
2011,GA-503,Athens-Clarke County
2011,GA-504,Augusta
2011,GA-505,Columbus-Muscogee/Russell County
2011,GU-500,Guam
2011,HI-500,Hawaii Balance of State
2011,HI-501,Honolulu
2011,IA-500,"Sioux City/Dakota, Woodbury Counties"
2011,IA-502,Des Moines/Polk County
2011,IA-501,Iowa Balance of State
2011,ID-501,Idaho Balance of State
2011,ID-500,Boise/Ada County
2011,IL-510,Chicago
2011,IL-511,Cook County
2011,IL-513,Springfield/Sangamon County
2011,IL-520,Southern Illinois
2011,IL-509,DeKalb City & County
2011,IL-517,"Aurora, Elgin/Kane County"
2011,IL-506,"Joliet, Bolingbrook/Will County"
2011,IL-502,"Waukegan, North Chicago/Lake County"
2011,IL-514,Dupage County
2011,IL-518,"Rock Island, Moline/Northwestern Illinois"
2011,IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties"
2011,IL-500,McHenry County
2011,IL-503,"Champaign, Urbana, Rantoul/Champaign County"
2011,IL-512,Bloomington/Central Illinois
2011,IL-519,West Central Illinois
2011,IL-515,South Central Illinois
2011,IL-504,Madison County
2011,IL-501,"Rockford/Winnebago, Boone Counties"
2011,IL-508,"East Saint Louis, Belleville/Saint Clair County"
2011,IL-516,Decatur/Macon County
2011,IN-502,Indiana Balance of State
2011,IN-500,"South Bend, Mishawaka/Saint Joseph County"
2011,IN-503,Indianapolis
2011,KS-507,Kansas Balance of State
2011,KS-501,Kansas City/Wyandotte County
2011,KS-502,Wichita/Sedgwick County
2011,KS-503,Topeka/Shawnee County
2011,KS-505,"Overland Park, Shawnee/Johnson County"
2011,KY-502,Lexington-Fayette County
2011,KY-500,Kentucky Balance of State
2011,KY-501,Louisville-Jefferson County
2011,LA-506,Slidell/Southeast Louisiana
2011,LA-502,Shreveport/Bossier/Northwest Louisiana
2011,LA-504,Baton Rouge
2011,LA-503,New Orleans/Jefferson Parish
2011,LA-507,Alexandria/Central Louisiana
2011,LA-500,Lafayette/Acadiana
2011,LA-508,"Houma-Terrebonne, Thibodaux"
2011,LA-505,Monroe/Northeast Louisiana
2011,LA-501,Lake Charles/Southwestern Louisiana
2011,MA-506,Worcester City & County
2011,MA-515,Fall River
2011,MA-519,"Attleboro, Taunton/Bristol County"
2011,MA-501,"Holyoke/Franklin, Hampden, Hamshire Counties"
2011,MA-504,Springfield
2011,MA-511,"Quincy, Weymouth"
2011,MA-500,Boston
2011,MA-520,"Brockton, Plymouth City & County"
2011,MA-517,Somerville
2011,MA-509,Cambridge
2011,MA-502,Lynn
2011,MA-507,Pittsfield/Berkshire County
2011,MA-505,New Bedford
2011,MA-512,Lawrence
2011,MA-508,Lowell
2011,MA-516,Massachusetts Balance of State
2011,MA-503,Cape Cod Islands
2011,MA-513,"Malden, Medford"
2011,MA-518,"Brookline, Newton"
2011,MA-510,"Gloucester, Haverhill, Salem/Essex County"
2011,MD-601,Montgomery County
2011,MD-508,"Charles, Calvert, Saint Mary's Counties"
2011,MD-513,"Wicomico, Somerset, Worcester Counties"
2011,MD-505,Baltimore County
2011,MD-509,Frederick City & County
2011,MD-502,Harford County
2011,MD-600,Prince George's County
2011,MD-510,Garrett County
2011,MD-501,Baltimore
2011,MD-506,Carroll County
2011,MD-500,Cumberland/Allegany County
2011,MD-511,Mid-Shore Regional
2011,MD-507,Cecil County
2011,MD-503,Annapolis/Anne Arundel County
2011,MD-512,Hagerstown/Washington County
2011,MD-504,Howard County
2011,ME-501,Bangor/Penobscot County Coc
2011,ME-502,Portland
2011,ME-500,Maine Balance of State
2011,MI-501,Detroit
2011,MI-505,Flint/Genesee County
2011,MI-507,"Portage, Kalamazoo City & County"
2011,MI-516,"Norton Shores, Muskegon City & County"
2011,MI-510,Saginaw City & County
2011,MI-517,Jackson City & County
2011,MI-500,Michigan Balance of State
2011,MI-508,"Lansing, East Lansing/Ingham County"
2011,MI-518,Livingston County
2011,MI-511,Lenawee County
2011,MI-504,"Pontiac, Royal Oak/Oakland County"
2011,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County"
2011,MI-506,Grand Rapids/Wyoming/Kent County
2011,MI-512,"Grand Traverse, Antrim, Leelanau Counties"
2011,MI-519,Holland/Ottawa County
2011,MI-513,"Marquette, Alger Counties"
2011,MI-509,Ann Arbor/Washtenaw County
2011,MI-503,"Saint Clair Shores, Warren/Macomb County"
2011,MI-523,Eaton County
2011,MI-514,Battle Creek/Calhoun County
2011,MI-515,Monroe City & County
2011,MN-505,Saint Cloud/Central Minnesota
2011,MN-506,Northwest Minnesota
2011,MN-509,Duluth/Saint Louis County
2011,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties"
2011,MN-501,Saint Paul/Ramsey County
2011,MN-508,Moorhead/West Central Minnesota
2011,MN-500,Minneapolis/Hennepin County
2011,MN-504,Northeast Minnesota
2011,MN-511,Southwest Minnesota
2011,MN-502,Rochester/Southeast Minnesota
2011,MO-500,Saint Louis County
2011,MO-604,"Kansas City, Independence, Lee's Summit/Jackson County"
2011,MO-602,"Joplin/Jasper, Newton Counties"
2011,MO-603,"Saint Joseph/Andrew, Buchanan, DeKalb Counties"
2011,MO-501,Saint Louis
2011,MO-503,"Saint Charles City & County, Lincoln, Warren Counties"
2011,MO-606,Missouri Balance of State
2011,MO-600,"Springfield/Greene, Christian, Webster Counties"
2011,MS-500,"Jackson/Rankin, Madison Counties"
2011,MS-501,Mississippi Balance of State
2011,MS-503,Gulf Port/Gulf Coast Regional
2011,MT-500,Montana Statewide
2011,NC-500,Winston-Salem/Forsyth County
2011,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties"
2011,NC-503,North Carolina Balance of State
2011,NC-505,Charlotte/Mecklenburg County
2011,NC-511,Fayetteville/Cumberland County
2011,NC-501,Asheville/Buncombe County
2011,NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties"
2011,NC-513,Chapel Hill/Orange County
2011,NC-502,Durham City & County
2011,NC-516,Northwest North Carolina
2011,NC-504,"Greensboro, High Point"
2011,NC-507,Raleigh/Wake County
2011,ND-500,North Dakota Statewide
2011,NE-502,Lincoln
2011,NE-500,Nebraska Balance of State
2011,NE-501,"Omaha, Council Bluffs"
2011,NH-501,Manchester
2011,NH-502,Nashua/Hillsborough County
2011,NH-500,New Hampshire Balance of State
2011,NJ-513,Somerset County
2011,NJ-503,Camden City & County
2011,NJ-516,"Warren, Sussex, Hunterdon Counties"
2011,NJ-501,Bergen County
2011,NJ-509,Morris County
2011,NJ-506,"Jersey City, Bayonne/Hudson County"
2011,NJ-518,Ocean City/Cape May County
2011,NJ-514,Trenton/Mercer County
2011,NJ-520,Cumberland County
2011,NJ-510,Lakewood Township/Ocean County
2011,NJ-507,New Brunswick/Middlesex County
2011,NJ-504,Newark/Essex County
2011,NJ-502,Burlington County
2011,NJ-511,Paterson/Passaic County
2011,NJ-500,Atlantic City & County
2011,NJ-515,Elizabeth/Union County
2011,NJ-505,Gloucester County
2011,NJ-512,Salem County
2011,NJ-508,Monmouth County
2011,NM-501,New Mexico Balance of State
2011,NM-500,Albuquerque
2011,NV-500,Las Vegas/Clark County
2011,NV-501,"Reno, Sparks/Washoe County"
2011,NV-502,Nevada Balance of State
2011,NY-600,New York City
2011,NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester County
2011,NY-510,Ithaca/Tompkins County
2011,NY-500,"Rochester, Irondequoit, Greece/Monroe County"
2011,NY-524,Niagara Falls/Niagara County
2011,NY-507,Schenectady City & County
2011,NY-605,Nassau County
2011,NY-511,"Binghamton/Union Town/Broome, Otsego, Chenango Counties"
2011,NY-518,Utica/Rome/Oneida County
2011,NY-503,Albany City & County
2011,NY-606,Rockland County
2011,NY-505,Syracuse/Onondaga County
2011,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties"
2011,NY-601,Poughkeepsie/Dutchess County
2011,NY-519,"Columbia, Greene Counties"
2011,NY-607,Sullivan County
2011,NY-520,Franklin County
2011,NY-603,Islip/Babylon/Huntington/Suffolk County
2011,NY-502,Auburn/Cayuga County
2011,NY-512,Troy/Rensselaer County
2011,NY-522,"Jefferson, Lewis, Saint Lawrence Counties"
2011,NY-608,Kingston/Ulster County
2011,NY-504,Cattaraugus County
2011,NY-508,Buffalo/Erie County
2011,NY-513,"Wayne, Ontario, Seneca, Yates Counties"
2011,NY-514,"Jamestown, Dunkirk/Chautauqua County"
2011,NY-523,Glens Falls/Saratoga Springs/Saratoga County
2011,NY-602,"Newburgh, Middletown/Orange County"
2011,NY-516,Clinton County
2011,NY-517,Orleans County
2011,OH-503,Columbus/Franklin County
2011,OH-502,Cleveland/Cuyahoga County
2011,OH-505,"Dayton, Kettering/Montgomery County"
2011,OH-508,"Canton, Massillon, Alliance/Stark County"
2011,OH-507,Ohio Balance of State
2011,OH-500,Cincinnati/Hamilton County
2011,OH-504,Youngstown/Mahoning County
2011,OH-506,Akron/Barberton/Summit County
2011,OH-501,Toledo/Lucas County
2011,OK-502,Oklahoma City
2011,OK-503,Oklahoma Balance of State
2011,OK-500,North Central Oklahoma
2011,OK-504,Norman/Cleveland County
2011,OK-505,Northeast Oklahoma
2011,OK-506,Southwest Oklahoma Regional
2011,OK-501,Tulsa City & County/Broken Arrow
2011,OR-501,"Portland, Gresham/Multnomah County"
2011,OR-505,Oregon Balance of State
2011,OR-500,"Eugene, Springfield/Lane County"
2011,OR-502,"Medford, Ashland/Jackson County"
2011,OR-503,Central Oregon
2011,OR-506,"Hillsboro, Beaverton/Washington County"
2011,OR-507,Clackamas County
2011,PA-500,Philadelphia
2011,PA-507,Altoona/Central Pennsylvania
2011,PA-601,Southwest Pennsylvania
2011,PA-603,Beaver County
2011,PA-509,Allentown/Northeast Pennsylvania
2011,PA-506,Reading/Berks County
2011,PA-605,Erie City & County
2011,PA-502,"Upper Darby, Chester, Haverford/Delaware County"
2011,PA-504,"Lower Merion, Norristown, Abington/Montgomery County"
2011,PA-508,Scranton/Lackawanna County
2011,PA-510,Lancaster City & County
2011,PA-602,Northwest Pennsylvania
2011,PA-505,Chester County
2011,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County"
2011,PA-503,"Wilkes-Barre, Hazleton, Luzerne County"
2011,PA-501,Harrisburg/Dauphin County
2011,PA-511,"Bristol, Bensalem/Bucks County"
2011,PA-512,York City & County
2011,PR-503,South-Southeast Puerto Rico
2011,PR-502,Puerto Rico Balance of Commonwealth
2011,RI-500,Rhode Island Statewide
2011,SC-502,Columbia/Midlands
2011,SC-500,Charleston/Low Country
2011,SC-503,"Myrtle Beach, Sumter City & County"
2011,SC-501,"Greenville, Anderson, Spartanburg/Upstate"
2011,SD-500,South Dakota Statewide
2011,TN-500,Chattanooga/Southeast Tennessee
2011,TN-504,Nashville-Davidson County
2011,TN-502,Knoxville/Knox County
2011,TN-509,Appalachian Regional
2011,TN-506,Upper Cumberland
2011,TN-510,Murfreesboro/Rutherford County
2011,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties"
2011,TN-503,Central Tennessee
2011,TN-501,Memphis/Shelby County
2011,TN-507,Jackson/West Tennessee
2011,TX-600,"Dallas City & County, Irving"
2011,TX-700,Houston/Harris County
2011,TX-500,San Antonio/Bexar County
2011,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties"
2011,TX-601,"Fort Worth, Arlington/Tarrant County"
2011,TX-603,El Paso City & County
2011,TX-501,Corpus Christi/Nueces County
2011,TX-701,"Bryan, College Station/Brazos Valley"
2011,TX-604,Waco/McLennan County
2011,TX-702,Montgomery County
2011,TX-607,Texas Balance of State
2011,TX-703,"Beaumont, Port Arthur/South East Texas"
2011,TX-503,Austin/Travis County
2011,TX-610,Denton City & County
2011,TX-611,Amarillo
2011,TX-504,"Victoria/Dewitt, Lavaca, Gonzales Counties"
2011,UT-500,Salt Lake City & County
2011,UT-503,Utah Balance of State
2011,UT-504,Provo/Mountainland
2011,VA-602,Loudoun County
2011,VA-600,Arlington County
2011,VA-603,Alexandria
2011,VA-507,Portsmouth
2011,VA-502,"Roanoke City & County, Salem"
2011,VA-508,Lynchburg
2011,VA-604,Prince William County
2011,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties"
2011,VA-509,Petersburg
2011,VA-503,Virginia Beach
2011,VA-510,"Staunton/Waynesboro/Augusta, Highland Counties"
2011,VA-513,"Winchester/Shenandoah, Frederick, Warren Counties"
2011,VA-504,Charlottesville
2011,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties"
2011,VA-601,Fairfax County
2011,VA-517,Danville/Martinsville
2011,VA-518,Harrisburg/Rockingham County
2011,VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties"
2011,VA-505,"Newport News, Hampton/Virginia Peninsula"
2011,VA-521,Virginia Balance of State
2011,VI-500,Virgin Islands
2011,VT-501,Burlington/Chittenden County
2011,VT-500,Vermont Balance of State
2011,WA-503,"Tacoma, Lakewood/Pierce County"
2011,WA-507,Yakima City & County
2011,WA-501,Washington Balance of State
2011,WA-502,Spokane City & County
2011,WA-508,Vancouver/Clark County
2011,WA-504,Everett/Snohomish County
2011,WA-500,Seattle/King County
2011,WI-501,Milwaukee City & County
2011,WI-503,Madison/Dane County
2011,WI-500,Wisconsin Balance of State
2011,WI-502,Racine City & County
2011,WV-508,West Virginia Balance of State
2011,WV-500,"Wheeling, Weirton Area"
2011,WV-501,"Huntington/Cabell, Wayne Counties"
2011,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties"
2011,WY-500,Wyoming Statewide
2010,AK-500,Anchorage
2010,AK-501,Alaska Balance of State
2010,AL-502,Florence/Northwest Alabama
2010,AL-500,"Birmingham/Jefferson, Saint Clair, Shelby Counties"
2010,AL-503,Huntsville/North Alabama
2010,AL-504,Montgomery City & County
2010,AL-505,Gadsden/Northeast Alabama
2010,AL-506,Tuscaloosa City & County
2010,AL-507,Alabama Balance of State
2010,AL-501,Mobile City & County/Baldwin County
2010,AR-500,Little Rock/Central Arkansas
2010,AR-501,Fayetteville/Northwest Arkansas
2010,AR-503,"Mississippi, Phillips Counties"
2010,AR-504,Delta Hills
2010,AR-505,Southeast Arkansas
2010,AR-507,Eastern Arkansas
2010,AZ-500,Arizona Balance of State
2010,AZ-502,Phoenix/Mesa/Maricopa County Regional
2010,AZ-501,Tucson/Pima County
2010,CA-501,San Francisco
2010,CA-600,Los Angeles City & County
2010,CA-518,Vallejo/Solano County
2010,CA-505,Richmond/Contra Costa County
2010,CA-611,Oxnard
2010,CA-607,Pasadena
2010,CA-511,Stockton/San Joaquin County
2010,CA-609,San Bernardino City & County
2010,CA-603,Santa Maria/Santa Barbara County
2010,CA-514,Fresno/Madera County
2010,CA-519,"Chico, Paradise/Butte County"
2010,CA-601,San Diego
2010,CA-508,Watsonville/Santa Cruz City & County
2010,CA-602,"Santa Ana, Anaheim/Orange County"
2010,CA-502,Oakland/Alameda County
2010,CA-504,"Santa Rosa, Petaluma/Sonoma County"
2010,CA-520,Merced City & County
2010,CA-612,Glendale
2010,CA-500,"San Jose, Santa Clara City & County"
2010,CA-604,Bakersfield/Kern County
2010,CA-515,"Roseville, Rocklin/Placer, Nevada Counties"
2010,CA-521,"Davis, Woodland/Yolo County"
2010,CA-509,Mendocino County
2010,CA-606,Long Beach
2010,CA-506,"Salinas/Monterey, San Benito Counties"
2010,CA-613,Imperial County
2010,CA-503,Sacramento City & County
2010,CA-516,Redding/Shasta County
2010,CA-512,Daly City/San Mateo County
2010,CA-608,Riverside City & County
2010,CA-522,Humboldt County
2010,CA-614,San Luis Obispo County
2010,CA-510,"Turlock, Modesto/Stanislaus County"
2010,CA-523,"Colusa, Glenn, Lake, Tehama, Trinity Counties"
2010,CA-517,Napa City & County
2010,CA-610,San Diego County
2010,CA-605,San Buenaventura/Ventura County
2010,CA-526,"Tuolumne, Calaveras, Amador Counties"
2010,CA-528,Del Norte County
2010,CA-507,Marin County
2010,CA-513,"Visalia/Kings, Tulare Counties"
2010,CO-503,Metropolitan Denver Homeless Initiative
2010,CO-500,Colorado Balance of State
2010,CO-504,Colorado Springs/El Paso County
2010,CT-506,Norwalk/Fairfield County
2010,CT-500,Danbury
2010,CT-505,Connecticut Balance of State
2010,CT-501,New Haven
2010,CT-503,"Bridgeport, Stratford, Fairfield"
2010,CT-508,"Stamford, Greenwich"
2010,CT-509,New Britain
2010,CT-510,Bristol
2010,CT-502,Hartford
2010,CT-512,Waterbury
2010,DC-500,District of Columbia
2010,DE-500,Delaware Statewide
2010,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties"
2010,FL-605,West Palm Beach/Palm Beach County
2010,FL-520,"Citrus, Hernando, Lake, Sumter Counties"
2010,FL-506,Tallahassee/Leon County
2010,FL-508,"Gainesville/Alachua, Putnam Counties"
2010,FL-602,Punta Gorda/Charlotte County
2010,FL-511,"Pensacola/Escambia, Santa Rosa Counties"
2010,FL-606,Naples/Collier County
