Year,State,coc_number,spm0_coc_award_amount,HMIS Count,SPM4 Stayers,SPM4 Leavers,SPM5,SPM7,coc_category,total_returns,0_to_6_month_returns,6_to_12_month_returns,12_to_24_month_returns,doe_total_rate,doe_unsheltered_rate,doe_sheltered_rate,doe_hotel_motel_rate,doe_doubled_up_rate
2017,MD,MD-513,1213694.0,1127.0,130.0,32.0,727.0,4.0,Rural CoCs,512,57,46,27,46.0,3.0,41.0,-53.0,16.0
2017,MD,MD-600,5239911.0,1423.0,169.0,80.0,1009.0,9.0,Suburban CoCs,529,14,8,23,-561.0,-6.0,-159.0,-41.0,-350.0
2017,MD,MD-601,8762940.0,2507.0,334.0,159.0,1528.0,25.0,Suburban CoCs,1069,67,49,62,258.0,-3.0,-24.0,39.0,246.0
2017,ME,ME-500,12583115.0,7053.0,1011.0,353.0,4119.0,112.0,Rural CoCs,3314,436,134,157,220.0,11.0,98.0,-41.0,98.0
2017,MI,MI-500,8832530.0,5593.0,437.0,520.0,4707.0,46.0,Rural CoCs,4552,411,158,231,-1452.0,-24.0,-768.0,20.0,-943.0
2017,MI,MI-501,25196727.0,7139.0,982.0,710.0,5315.0,63.0,Major Cities,2762,665,165,233,-1280.0,-57.0,-578.0,-101.0,-666.0
2017,MI,MI-502,3702413.0,727.0,145.0,108.0,549.0,0.0,Suburban CoCs,616,28,14,7,198.0,23.0,20.0,-1.0,241.0
2017,MI,MI-503,1180474.0,1660.0,37.0,38.0,1233.0,74.0,Suburban CoCs,704,74,33,42,-9.0,2.0,-80.0,21.0,30.0
2017,MI,MI-504,5868791.0,1148.0,349.0,171.0,841.0,235.0,Suburban CoCs,882,80,25,25,-328.0,-11.0,-141.0,1.0,-190.0
2017,MI,MI-505,2008079.0,1708.0,61.0,0.0,1208.0,26.0,Suburban CoCs,387,72,24,20,-134.0,3.0,58.0,41.0,-78.0
2017,MI,MI-506,5517588.0,2967.0,229.0,185.0,2127.0,133.0,Other Urban CoCs,1614,111,94,123,74.0,-53.0,-43.0,112.0,127.0
2017,MI,MI-507,1644924.0,1529.0,141.0,79.0,1771.0,119.0,Other Urban CoCs,1508,172,112,127,-155.0,3.0,-116.0,42.0,-104.0
2017,MI,MI-508,2427581.0,2854.0,158.0,113.0,1910.0,53.0,Other Urban CoCs,1223,172,158,106,65.0,9.0,-41.0,120.0,120.0
2017,MI,MI-509,5588663.0,1183.0,300.0,214.0,865.0,10.0,Suburban CoCs,780,69,37,38,-91.0,-33.0,22.0,-26.0,-44.0
2017,MI,MI-510,1884846.0,1659.0,102.0,79.0,1173.0,8.0,Suburban CoCs,827,112,60,45,-93.0,4.0,-2.0,5.0,-3.0
2017,MI,MI-511,103011.0,236.0,7.0,29.0,183.0,0.0,Rural CoCs,126,11,7,7,-19.0,0.0,-9.0,-5.0,49.0
2017,MI,MI-512,672325.0,690.0,46.0,9.0,445.0,8.0,Rural CoCs,377,56,25,15,-182.0,-2.0,-118.0,12.0,-134.0
2017,MI,MI-513,124049.0,295.0,17.0,11.0,235.0,0.0,Rural CoCs,174,10,4,1,6.0,0.0,-41.0,3.0,45.0
2017,MI,MI-514,297131.0,921.0,3.0,60.0,596.0,5.0,Other Urban CoCs,349,67,28,20,-143.0,0.0,-58.0,-46.0,-37.0
2017,MI,MI-515,131448.0,871.0,6.0,70.0,631.0,0.0,Suburban CoCs,239,17,15,15,-112.0,3.0,-34.0,-7.0,-68.0
2017,MI,MI-516,554978.0,958.0,19.0,20.0,696.0,38.0,Suburban CoCs,445,193,44,42,-185.0,-6.0,-127.0,18.0,-102.0
2017,MI,MI-517,825123.0,741.0,21.0,47.0,515.0,5.0,Rural CoCs,507,42,25,33,24.0,3.0,22.0,9.0,40.0
2017,MI,MI-518,224593.0,557.0,7.0,10.0,456.0,8.0,Suburban CoCs,211,20,15,16,-42.0,-4.0,-44.0,27.0,-43.0
2017,MI,MI-519,1017251.0,1200.0,47.0,15.0,757.0,0.0,Suburban CoCs,736,99,51,81,-60.0,-12.0,-30.0,22.0,-6.0
2017,MI,MI-523,900050.0,393.0,19.0,37.0,291.0,0.0,Suburban CoCs,537,15,25,28,-2.0,-3.0,49.0,5.0,-44.0
2017,MN,MN-500,12013665.0,11009.0,872.0,486.0,6746.0,135.0,Major Cities,3301,324,184,208,966.0,37.0,-148.0,7.0,1018.0
2017,MN,MN-501,7001581.0,4229.0,568.0,210.0,2742.0,169.0,Other Urban CoCs,1263,73,58,59,-22.0,28.0,-373.0,60.0,248.0
2017,MN,MN-502,2134136.0,1048.0,146.0,164.0,670.0,22.0,Rural CoCs,730,23,20,18,-107.0,-28.0,36.0,-61.0,-71.0
2017,MN,MN-503,3819588.0,1626.0,193.0,94.0,1240.0,44.0,Suburban CoCs,1274,59,19,45,290.0,21.0,-72.0,62.0,192.0
2017,MN,MN-504,431158.0,250.0,37.0,52.0,196.0,0.0,Rural CoCs,237,10,8,4,8.0,-6.0,-16.0,22.0,-17.0
2017,MN,MN-505,1348207.0,1595.0,68.0,53.0,1184.0,12.0,Rural CoCs,743,32,27,51,67.0,-13.0,-139.0,61.0,160.0
2017,MN,MN-506,672592.0,1176.0,59.0,32.0,732.0,14.0,Rural CoCs,604,48,26,29,124.0,15.0,-54.0,7.0,169.0
2017,MN,MN-508,801583.0,1047.0,93.0,15.0,772.0,8.0,Rural CoCs,381,11,7,14,-79.0,4.0,-52.0,22.0,-35.0
2017,MN,MN-509,2963567.0,1513.0,234.0,194.0,982.0,24.0,Rural CoCs,1622,128,78,126,83.0,10.0,-17.0,10.0,92.0
2017,MN,MN-511,969625.0,442.0,56.0,63.0,350.0,0.0,Rural CoCs,379,14,11,9,-74.0,0.0,30.0,11.0,-106.0
2017,MO,MO-500,1928309.0,1437.0,132.0,39.0,1156.0,23.0,Suburban CoCs,380,23,14,8,376.0,10.0,-6.0,12.0,335.0
2017,MO,MO-501,11487718.0,3242.0,842.0,318.0,2025.0,47.0,Other Urban CoCs,1246,78,54,82,72.0,0.0,-34.0,25.0,43.0
2017,MO,MO-503,334324.0,569.0,23.0,129.0,436.0,1.0,Suburban CoCs,132,14,1,2,83.0,6.0,20.0,26.0,56.0
2017,MO,MO-600,950006.0,825.0,87.0,97.0,572.0,4.0,Other Urban CoCs,401,22,8,14,381.0,3.0,-25.0,64.0,345.0
2017,MO,MO-602,560852.0,241.0,28.0,43.0,121.0,0.0,Rural CoCs,380,19,8,25,-79.0,-9.0,-51.0,-5.0,-136.0
2017,MO,MO-603,1239738.0,581.0,129.0,811.0,413.0,297.0,Other Urban CoCs,1052,315,177,92,11.0,-113.0,41.0,-14.0,63.0
2017,MO,MO-606,4978996.0,1903.0,424.0,270.0,1445.0,43.0,Rural CoCs,1320,76,31,45,1301.0,82.0,151.0,102.0,1092.0
2017,MS,MS-500,917234.0,1418.0,56.0,129.0,1069.0,0.0,Suburban CoCs,293,18,4,11,390.0,7.0,18.0,35.0,374.0
2017,MS,MS-501,3120635.0,1066.0,8.0,514.0,768.0,12.0,Rural CoCs,924,28,14,42,-175.0,0.0,8.0,-37.0,-19.0
2017,MS,MS-503,805392.0,273.0,20.0,27.0,191.0,16.0,Rural CoCs,716,7,5,10,254.0,21.0,10.0,73.0,283.0
2017,MT,MT-500,2434677.0,555.0,247.0,408.0,323.0,0.0,Rural CoCs,823,6,4,2,613.0,107.0,61.0,36.0,550.0
2017,NC,NC-500,1956291.0,1868.0,42.0,248.0,1330.0,0.0,Other Urban CoCs,800,63,24,50,184.0,11.0,59.0,31.0,83.0
2017,NC,NC-501,1254274.0,1110.0,89.0,15.0,686.0,11.0,Suburban CoCs,819,83,38,109,35.0,-10.0,11.0,-12.0,46.0
2017,NC,NC-502,1247410.0,1203.0,101.0,71.0,742.0,0.0,Other Urban CoCs,714,56,16,37,-35.0,11.0,21.0,80.0,-159.0
2017,NC,NC-503,8286424.0,6258.0,638.0,261.0,4432.0,16.0,Rural CoCs,2900,176,132,120,1348.0,-83.0,-107.0,414.0,891.0
2017,NC,NC-504,1991106.0,2398.0,163.0,101.0,1677.0,1.0,Other Urban CoCs,1598,135,95,87,336.0,17.0,-13.0,38.0,291.0
2017,NC,NC-505,3685454.0,5104.0,318.0,119.0,2956.0,2.0,Major Cities,2343,234,109,130,241.0,2.0,-50.0,22.0,280.0
2017,NC,NC-506,656683.0,1222.0,49.0,67.0,892.0,0.0,Suburban CoCs,444,58,22,31,-158.0,-9.0,-70.0,41.0,-137.0
2017,NC,NC-507,3247452.0,4566.0,238.0,86.0,2983.0,5.0,Major Cities,1611,172,94,82,670.0,1.0,28.0,160.0,482.0
2017,NC,NC-509,779167.0,731.0,54.0,39.0,568.0,0.0,Suburban CoCs,341,18,4,19,87.0,7.0,21.0,-19.0,87.0
2017,NC,NC-511,703508.0,159.0,12.0,27.0,51.0,8.0,Other Urban CoCs,99,12,7,10,220.0,27.0,30.0,115.0,48.0
2017,NC,NC-513,664478.0,311.0,48.0,4.0,196.0,0.0,Other Urban CoCs,117,4,1,2,52.0,-2.0,9.0,-2.0,54.0
2017,NC,NC-516,273671.0,404.0,30.0,33.0,256.0,0.0,Rural CoCs,115,15,7,4,113.0,15.0,54.0,-5.0,62.0
2017,ND,ND-500,1761315.0,3363.0,206.0,112.0,1797.0,78.0,Rural CoCs,1324,125,55,62,-87.0,-156.0,-2.0,62.0,130.0
2017,NE,NE-500,1989734.0,2249.0,65.0,169.0,1651.0,0.0,Rural CoCs,1321,119,63,53,124.0,-60.0,0.0,12.0,138.0
2017,NE,NE-501,4543501.0,6216.0,199.0,592.0,3774.0,51.0,Major Cities,1899,223,161,170,108.0,-9.0,29.0,-41.0,149.0
2017,NE,NE-502,2256141.0,2392.0,55.0,163.0,1422.0,14.0,Other Urban CoCs,630,66,35,44,-112.0,-8.0,29.0,-28.0,-105.0
2017,NH,NH-500,3751496.0,2056.0,170.0,154.0,1371.0,35.0,Rural CoCs,1809,219,68,68,425.0,-9.0,179.0,-6.0,211.0
2017,NH,NH-501,1479633.0,1694.0,77.0,171.0,1118.0,9.0,Other Urban CoCs,896,55,15,49,86.0,6.0,-21.0,12.0,94.0
2017,NH,NH-502,1814588.0,762.0,117.0,32.0,453.0,1.0,Suburban CoCs,645,29,16,22,62.0,35.0,18.0,4.0,-6.0
2017,NJ,NJ-500,555007.0,1673.0,22.0,27.0,1148.0,138.0,Suburban CoCs,487,24,17,22,150.0,0.0,34.0,87.0,43.0
2017,NJ,NJ-501,4869363.0,879.0,188.0,85.0,586.0,0.0,Suburban CoCs,413,24,5,15,37.0,0.0,27.0,-1.0,-25.0
2017,NJ,NJ-502,511508.0,1643.0,64.0,6.0,1223.0,11.0,Suburban CoCs,365,7,13,20,38.0,0.0,35.0,28.0,40.0
2017,NJ,NJ-503,3451535.0,4209.0,124.0,17.0,3080.0,52.0,Suburban CoCs,1759,153,36,54,-678.0,-5.0,54.0,70.0,-671.0
2017,NJ,NJ-504,6035911.0,6108.0,474.0,225.0,4386.0,33.0,Suburban CoCs,2083,67,61,85,154.0,12.0,242.0,28.0,-136.0
2017,NJ,NJ-506,6389936.0,3256.0,117.0,50.0,2301.0,5.0,Suburban CoCs,938,114,40,46,236.0,0.0,137.0,-34.0,78.0
2017,NJ,NJ-507,3028900.0,601.0,89.0,109.0,399.0,26.0,Suburban CoCs,435,6,10,11,221.0,0.0,14.0,65.0,119.0
2017,NJ,NJ-508,3381878.0,1023.0,146.0,77.0,736.0,10.0,Suburban CoCs,200,12,5,3,42.0,0.0,36.0,51.0,-57.0
2017,NJ,NJ-509,1721613.0,1092.0,27.0,48.0,718.0,14.0,Suburban CoCs,232,19,6,14,119.0,0.0,20.0,12.0,67.0
2017,NJ,NJ-510,574359.0,170.0,11.0,6.0,151.0,0.0,Suburban CoCs,69,2,3,4,13.0,7.0,19.0,36.0,0.0
2017,NJ,NJ-511,4137117.0,1010.0,169.0,10.0,730.0,8.0,Suburban CoCs,902,4,15,11,208.0,0.0,56.0,-6.0,145.0
2017,NJ,NJ-512,135510.0,10.0,4.0,2.0,0.0,0.0,Suburban CoCs,23,1,0,1,-13.0,0.0,0.0,0.0,-28.0
2017,NJ,NJ-513,412830.0,360.0,10.0,5.0,337.0,7.0,Suburban CoCs,122,0,1,10,27.0,0.0,4.0,1.0,25.0
2017,NJ,NJ-514,3884113.0,2122.0,140.0,98.0,1343.0,10.0,Suburban CoCs,1616,45,39,33,-76.0,0.0,6.0,-8.0,-104.0
2017,NJ,NJ-515,4114982.0,1360.0,133.0,57.0,971.0,16.0,Suburban CoCs,759,37,39,46,129.0,0.0,34.0,17.0,75.0
2017,NJ,NJ-516,1174640.0,1232.0,51.0,26.0,907.0,1.0,Suburban CoCs,440,29,15,18,12.0,0.0,-7.0,6.0,-70.0
2017,NM,NM-500,5432713.0,2881.0,336.0,214.0,1958.0,12.0,Major Cities,1489,122,81,84,1567.0,252.0,336.0,76.0,857.0
2017,NM,NM-501,4978569.0,1837.0,258.0,264.0,1422.0,5.0,Rural CoCs,981,78,34,42,-111.0,2.0,16.0,17.0,-116.0
2017,NV,NV-500,13204268.0,10798.0,444.0,735.0,7113.0,4.0,Major Cities,3950,471,176,269,-3719.0,-9.0,67.0,-528.0,-3249.0
2017,NV,NV-501,1654208.0,3123.0,113.0,28.0,1811.0,169.0,Other Urban CoCs,1438,236,104,91,-143.0,319.0,-121.0,79.0,-420.0
2017,NV,NV-502,539475.0,441.0,21.0,81.0,331.0,1.0,Rural CoCs,401,20,4,7,-31.0,31.0,7.0,36.0,-70.0
2017,NY,NY-500,12080024.0,5422.0,849.0,412.0,3890.0,17.0,Suburban CoCs,2605,228,150,275,-19.0,-65.0,-44.0,20.0,106.0
2017,NY,NY-503,4935437.0,2067.0,316.0,139.0,1431.0,5.0,Suburban CoCs,1084,74,57,52,137.0,3.0,63.0,32.0,41.0
2017,NY,NY-504,318746.0,255.0,21.0,19.0,233.0,0.0,Rural CoCs,85,1,4,5,-28.0,0.0,2.0,0.0,-37.0
2017,NY,NY-505,8475964.0,5481.0,474.0,423.0,3444.0,29.0,Suburban CoCs,2641,359,207,154,-51.0,18.0,-90.0,-24.0,-30.0
2017,NY,NY-507,3859980.0,1944.0,177.0,124.0,1476.0,0.0,Suburban CoCs,1059,47,31,41,162.0,0.0,37.0,69.0,30.0
2017,NY,NY-508,11655799.0,5049.0,647.0,343.0,3766.0,20.0,Suburban CoCs,2101,158,127,146,-802.0,7.0,-136.0,-18.0,-583.0
2017,NY,NY-510,209140.0,439.0,33.0,57.0,338.0,0.0,Rural CoCs,240,8,20,21,68.0,0.0,18.0,-5.0,37.0
2017,NY,NY-511,1591655.0,1873.0,159.0,196.0,1452.0,0.0,Rural CoCs,479,22,14,29,-23.0,-1.0,64.0,-11.0,-97.0
2017,NY,NY-512,3219814.0,811.0,201.0,54.0,655.0,11.0,Suburban CoCs,631,46,16,48,7.0,0.0,-41.0,4.0,23.0
2017,NY,NY-513,303702.0,835.0,0.0,0.0,738.0,0.0,Rural CoCs,12,0,1,7,12.0,0.0,-12.0,0.0,3.0
2017,NY,NY-514,201899.0,198.0,53.0,7.0,113.0,0.0,Rural CoCs,134,10,1,4,22.0,0.0,8.0,4.0,37.0
2017,NY,NY-516,146634.0,73.0,12.0,0.0,47.0,0.0,Rural CoCs,349,16,16,11,15.0,0.0,16.0,-10.0,18.0
2017,NY,NY-518,3200761.0,652.0,198.0,205.0,499.0,0.0,Rural CoCs,421,6,18,18,159.0,0.0,-4.0,5.0,123.0
2017,NY,NY-519,450819.0,0.0,24.0,3.0,0.0,0.0,Rural CoCs,39,0,0,0,12.0,1.0,5.0,5.0,-25.0
2017,NY,NY-520,80261.0,208.0,12.0,4.0,179.0,0.0,Rural CoCs,92,1,6,5,57.0,0.0,-1.0,-3.0,116.0
2017,NY,NY-522,1253146.0,730.0,69.0,154.0,571.0,0.0,Rural CoCs,635,24,27,39,61.0,0.0,-21.0,3.0,-183.0
2017,NY,NY-523,1529015.0,560.0,57.0,35.0,423.0,0.0,Suburban CoCs,474,47,5,15,-89.0,-5.0,1.0,-49.0,0.0
2017,NY,NY-600,106684572.0,136002.0,5273.0,735.0,61716.0,975.0,Major Cities,39595,4650,1843,2517,3603.0,-328.0,-1393.0,20.0,5065.0
2017,NY,NY-601,1297157.0,1269.0,103.0,98.0,775.0,0.0,Suburban CoCs,532,92,20,22,46.0,0.0,-18.0,8.0,48.0
2017,NY,NY-602,2549566.0,1396.0,190.0,46.0,1031.0,0.0,Suburban CoCs,712,55,40,95,-21.0,-3.0,-94.0,22.0,91.0
2017,NY,NY-603,11808209.0,6898.0,558.0,85.0,4227.0,2.0,Suburban CoCs,1915,104,70,104,898.0,1.0,-133.0,48.0,945.0
2017,NY,NY-604,17058955.0,4745.0,966.0,390.0,2244.0,17.0,Suburban CoCs,1703,81,81,124,-112.0,-7.0,-500.0,-36.0,-92.0
2017,NY,NY-606,803640.0,239.0,17.0,1.0,148.0,0.0,Suburban CoCs,41,1,4,1,-25.0,0.0,55.0,13.0,-66.0
2017,NY,NY-607,303643.0,713.0,25.0,723.0,628.0,0.0,Rural CoCs,723,44,32,13,-46.0,0.0,-5.0,-31.0,-25.0
2017,NY,NY-608,1138244.0,1479.0,33.0,57.0,969.0,0.0,Rural CoCs,646,72,39,49,105.0,5.0,18.0,36.0,26.0
2017,OH,OH-500,16347894.0,6434.0,1259.0,767.0,4086.0,268.0,Suburban CoCs,4495,413,267,369,-1227.0,0.0,-428.0,-11.0,-888.0
2017,OH,OH-501,4143741.0,1490.0,338.0,263.0,961.0,4.0,Other Urban CoCs,1375,76,46,114,392.0,3.0,16.0,-27.0,357.0
2017,OH,OH-502,27022106.0,6903.0,627.0,955.0,3922.0,208.0,Suburban CoCs,2625,514,173,213,91.0,6.0,-64.0,14.0,152.0
2017,OH,OH-503,11469253.0,9684.0,1079.0,580.0,5716.0,165.0,Major Cities,5961,550,486,619,703.0,-17.0,79.0,74.0,512.0
2017,OH,OH-504,1726847.0,1365.0,87.0,100.0,1008.0,0.0,Other Urban CoCs,519,58,25,47,219.0,0.0,80.0,5.0,76.0
2017,OH,OH-505,9204284.0,4323.0,644.0,281.0,2732.0,95.0,Suburban CoCs,2051,205,128,161,144.0,-1.0,-50.0,-56.0,408.0
2017,OH,OH-506,4575345.0,3295.0,174.0,275.0,2214.0,52.0,Suburban CoCs,1113,89,48,73,46.0,43.0,-65.0,-15.0,51.0
2017,OH,OH-507,15821746.0,11717.0,1119.0,1446.0,8551.0,14.0,Rural CoCs,10837,764,488,592,598.0,10.0,-37.0,-6.0,488.0
2017,OH,OH-508,2942080.0,1293.0,292.0,267.0,849.0,0.0,Suburban CoCs,239,11,7,11,-256.0,-2.0,-141.0,5.0,-126.0
2017,OK,OK-500,257918.0,570.0,4.0,33.0,380.0,0.0,Rural CoCs,300,17,6,15,99.0,67.0,21.0,12.0,4.0
2017,OK,OK-501,2589093.0,5288.0,219.0,178.0,3201.0,3.0,Major Cities,564,48,27,32,-839.0,-3.0,-1.0,-94.0,-698.0
2017,OK,OK-502,3558289.0,3224.0,246.0,183.0,2205.0,4.0,Major Cities,398,28,12,22,2270.0,17.0,-54.0,-12.0,2317.0
2017,OK,OK-503,567890.0,177.0,26.0,20.0,99.0,0.0,Rural CoCs,283,8,8,2,-37.0,-23.0,-21.0,-11.0,230.0
2017,OK,OK-504,402933.0,650.0,45.0,16.0,455.0,0.0,Suburban CoCs,54,6,2,3,-1.0,-9.0,-64.0,2.0,72.0
2017,OK,OK-505,352044.0,331.0,15.0,156.0,258.0,18.0,Rural CoCs,395,37,11,8,-17.0,16.0,-76.0,-20.0,-281.0
2017,OK,OK-506,117578.0,275.0,0.0,0.0,143.0,1.0,Rural CoCs,108,16,2,4,123.0,-26.0,-94.0,1.0,540.0
2017,OK,OK-507,116835.0,685.0,5.0,8.0,580.0,1.0,Rural CoCs,688,36,12,35,-693.0,-59.0,-444.0,-11.0,-350.0
2017,OR,OR-500,3363526.0,4303.0,155.0,70.0,2799.0,22.0,Other Urban CoCs,839,108,40,26,131.0,-44.0,-16.0,38.0,167.0
2017,OR,OR-501,22269997.0,9548.0,1152.0,788.0,6365.0,8.0,Major Cities,4518,362,353,488,364.0,-16.0,-36.0,-41.0,452.0
2017,OR,OR-502,244882.0,889.0,26.0,86.0,720.0,47.0,Suburban CoCs,523,26,17,13,-16.0,-5.0,-85.0,11.0,67.0
2017,OR,OR-503,596396.0,1032.0,19.0,42.0,773.0,1.0,Rural CoCs,563,58,32,26,-35.0,-13.0,-27.0,20.0,-38.0
2017,OR,OR-505,3065532.0,3601.0,141.0,423.0,4187.0,28.0,Rural CoCs,2434,84,57,72,719.0,168.0,244.0,-19.0,431.0
2017,OR,OR-506,3369507.0,762.0,198.0,73.0,537.0,17.0,Suburban CoCs,513,20,12,26,35.0,-3.0,-13.0,-27.0,69.0
2017,OR,OR-507,2353017.0,729.0,101.0,86.0,519.0,0.0,Suburban CoCs,211,1,0,6,177.0,59.0,-18.0,-43.0,196.0
2017,PA,PA-500,32870833.0,9649.0,2043.0,470.0,5247.0,26.0,Major Cities,2951,102,57,61,-133.0,14.0,-440.0,15.0,277.0
2017,PA,PA-501,1671218.0,830.0,54.0,49.0,623.0,0.0,Suburban CoCs,420,9,12,30,140.0,3.0,26.0,41.0,89.0
2017,PA,PA-502,4887497.0,1201.0,184.0,101.0,881.0,16.0,Suburban CoCs,566,21,13,25,-67.0,1.0,72.0,26.0,-132.0
2017,PA,PA-503,4021709.0,642.0,108.0,24.0,391.0,0.0,Suburban CoCs,553,120,22,31,53.0,0.0,31.0,25.0,34.0
2017,PA,PA-504,2888253.0,830.0,132.0,121.0,434.0,219.0,Suburban CoCs,775,57,37,66,38.0,-7.0,-19.0,21.0,26.0
2017,PA,PA-505,1626834.0,1707.0,121.0,78.0,1036.0,37.0,Suburban CoCs,1328,127,54,71,162.0,13.0,-12.0,37.0,41.0
2017,PA,PA-506,2762261.0,1595.0,116.0,164.0,1020.0,26.0,Suburban CoCs,1354,93,66,68,45.0,4.0,-32.0,10.0,79.0
2017,PA,PA-508,2683752.0,803.0,86.0,34.0,514.0,1.0,Suburban CoCs,245,18,10,15,-10.0,2.0,-5.0,4.0,-15.0
2017,PA,PA-509,11585801.0,4368.0,544.0,470.0,3091.0,50.0,Rural CoCs,2042,130,51,62,785.0,-54.0,198.0,136.0,488.0
2017,PA,PA-510,2296691.0,1623.0,74.0,202.0,1163.0,11.0,Suburban CoCs,556,23,14,29,233.0,25.0,23.0,13.0,243.0
2017,PA,PA-511,1157695.0,1037.0,15.0,108.0,552.0,6.0,Suburban CoCs,368,7,12,25,-3.0,-3.0,46.0,-25.0,-13.0
2017,PA,PA-512,1223485.0,1834.0,26.0,39.0,1304.0,0.0,Suburban CoCs,819,85,29,71,387.0,-12.0,13.0,55.0,246.0
2017,PA,PA-600,17220390.0,3962.0,530.0,339.0,2835.0,26.0,Suburban CoCs,1739,67,26,18,306.0,-5.0,-31.0,-46.0,402.0
2017,PA,PA-601,9160668.0,1970.0,425.0,427.0,1352.0,1.0,Rural CoCs,1663,84,57,96,27.0,17.0,2.0,18.0,-7.0
2017,PA,PA-603,1283884.0,409.0,53.0,70.0,255.0,0.0,Suburban CoCs,203,16,16,16,66.0,4.0,-27.0,24.0,109.0
2017,PA,PA-605,2133084.0,1626.0,104.0,159.0,1021.0,133.0,Suburban CoCs,592,84,31,38,0.0,8.0,80.0,-33.0,-190.0
2017,PR,PR-502,13097961.0,1696.0,795.0,704.0,830.0,135.0,Suburban CoCs,744,64,40,23,735.0,281.0,92.0,0.0,605.0
2017,RI,RI-500,5561271.0,3427.0,500.0,183.0,2116.0,68.0,Suburban CoCs,1399,137,63,90,190.0,3.0,66.0,-15.0,136.0
2017,SC,SC-500,1705708.0,1432.0,67.0,31.0,1061.0,6.0,Suburban CoCs,693,56,34,34,-108.0,-70.0,-123.0,-2.0,12.0
2017,SC,SC-501,2820022.0,1495.0,151.0,100.0,976.0,38.0,Suburban CoCs,905,30,23,47,-1207.0,146.0,-283.0,-87.0,-1019.0
2017,SC,SC-502,3101397.0,4208.0,216.0,206.0,2770.0,58.0,Suburban CoCs,1337,159,83,65,-765.0,29.0,-24.0,-76.0,-637.0
2017,SC,SC-503,1946301.0,2126.0,98.0,315.0,1535.0,24.0,Rural CoCs,1032,67,38,31,-263.0,6.0,19.0,-185.0,-220.0
2017,SD,SD-500,1241586.0,2643.0,77.0,39.0,1625.0,32.0,Rural CoCs,463,40,20,29,-239.0,-1.0,75.0,16.0,61.0
2017,TN,TN-500,2550503.0,2473.0,247.0,144.0,1802.0,4.0,Rural CoCs,548,22,20,36,-446.0,25.0,-192.0,52.0,-230.0
2017,TN,TN-501,6557779.0,4430.0,394.0,692.0,3017.0,81.0,Major Cities,1667,95,78,94,173.0,-3.0,-26.0,16.0,208.0
2017,TN,TN-502,1373859.0,3611.0,132.0,482.0,2225.0,11.0,Suburban CoCs,1119,169,42,47,-45.0,5.0,123.0,-42.0,25.0
2017,TN,TN-503,1783153.0,666.0,33.0,258.0,493.0,0.0,Rural CoCs,505,18,10,8,317.0,18.0,-25.0,117.0,410.0
2017,TN,TN-504,3107210.0,1534.0,402.0,274.0,1010.0,101.0,Major Cities,1526,59,36,26,495.0,7.0,41.0,-32.0,471.0
2017,TN,TN-506,713437.0,124.0,38.0,36.0,101.0,4.0,Rural CoCs,301,4,10,5,537.0,47.0,19.0,57.0,549.0
2017,TN,TN-507,1467428.0,298.0,105.0,130.0,248.0,76.0,Rural CoCs,505,7,2,6,245.0,4.0,19.0,25.0,274.0
2017,TN,TN-509,1496330.0,1206.0,114.0,42.0,886.0,0.0,Rural CoCs,400,23,12,12,109.0,3.0,6.0,7.0,97.0
2017,TN,TN-510,616756.0,708.0,49.0,36.0,804.0,2.0,Suburban CoCs,70,5,9,4,41.0,-5.0,53.0,10.0,13.0
2017,TN,TN-512,485154.0,397.0,22.0,23.0,320.0,14.0,Rural CoCs,269,2,6,9,118.0,25.0,118.0,81.0,57.0
2017,TX,TX-500,8867223.0,6189.0,208.0,288.0,2668.0,185.0,Major Cities,3148,375,178,221,137.0,-164.0,-18.0,132.0,73.0
2017,TX,TX-503,5763762.0,4491.0,297.0,74.0,2724.0,3.0,Major Cities,1445,114,51,84,-405.0,12.0,-80.0,-77.0,-291.0
2017,TX,TX-600,15725259.0,10396.0,1428.0,679.0,7757.0,154.0,Major Cities,4066,306,150,226,-1545.0,247.0,-16.0,-54.0,-1841.0
2017,TX,TX-601,11923476.0,5804.0,972.0,31.0,5601.0,12.0,Major Cities,1678,129,80,115,-962.0,46.0,-30.0,25.0,-1009.0
2017,TX,TX-603,2474084.0,2705.0,43.0,223.0,1857.0,9.0,Major Cities,901,66,53,72,367.0,6.0,-32.0,56.0,320.0
2017,TX,TX-604,964841.0,1013.0,40.0,64.0,706.0,1.0,Rural CoCs,159,11,4,6,-365.0,13.0,41.0,-9.0,-410.0
2017,TX,TX-607,5854328.0,9754.0,160.0,269.0,7217.0,559.0,Rural CoCs,2798,206,116,127,-2324.0,162.0,-195.0,-493.0,-2268.0
2017,TX,TX-611,603751.0,2414.0,65.0,66.0,1486.0,1.0,Other Urban CoCs,0,0,0,0,59.0,6.0,-11.0,4.0,35.0
2017,TX,TX-624,306206.0,190.0,24.0,2.0,0.0,0.0,Rural CoCs,33,0,2,2,-74.0,-12.0,-56.0,-27.0,-95.0
2017,TX,TX-700,32456552.0,13164.0,959.0,946.0,8762.0,63.0,Major Cities,3681,353,191,241,572.0,131.0,-89.0,-115.0,705.0
2017,TX,TX-701,285591.0,691.0,0.0,0.0,535.0,0.0,Other Urban CoCs,212,12,3,16,53.0,1.0,8.0,-9.0,-7.0
