coc_number,year,giw_hmis_leasing_budget,giw_hmis_rental_assistance_budget,giw_hmis_supportive_services_budget,giw_hmis_operating_budget,giw_hmis_hmis_budget,giw_hmis_administration_budget,giw_hmis_annual_renewal_amount,giw_joint_th_ph_rrh_leasing_budget,giw_joint_th_ph_rrh_rental_assistance_budget,giw_joint_th_ph_rrh_supportive_services_budget,giw_joint_th_ph_rrh_operating_budget,giw_joint_th_ph_rrh_hmis_budget,giw_joint_th_ph_rrh_administration_budget,giw_joint_th_ph_rrh_annual_renewal_amount,giw_ph_leasing_budget,giw_ph_rental_assistance_budget,giw_ph_supportive_services_budget,giw_ph_operating_budget,giw_ph_hmis_budget,giw_ph_administration_budget,giw_ph_annual_renewal_amount,giw_sh_leasing_budget,giw_sh_rental_assistance_budget,giw_sh_supportive_services_budget,giw_sh_operating_budget,giw_sh_hmis_budget,giw_sh_administration_budget,giw_sh_annual_renewal_amount,giw_sso_leasing_budget,giw_sso_rental_assistance_budget,giw_sso_supportive_services_budget,giw_sso_operating_budget,giw_sso_hmis_budget,giw_sso_administration_budget,giw_sso_annual_renewal_amount,giw_sso_non_ce_leasing_budget,giw_sso_non_ce_rental_assistance_budget,giw_sso_non_ce_supportive_services_budget,giw_sso_non_ce_operating_budget,giw_sso_non_ce_hmis_budget,giw_sso_non_ce_administration_budget,giw_sso_non_ce_annual_renewal_amount,giw_th_leasing_budget,giw_th_rental_assistance_budget,giw_th_supportive_services_budget,giw_th_operating_budget,giw_th_hmis_budget,giw_th_administration_budget,giw_th_annual_renewal_amount
PA-503,2018,false,false,false,false,152533,15085,167618,0,0,0,0,0,0,0,340172,1109232,787782,82746,0,190297,2510229,0,false,0,0,0,0,0,0,false,412748,0,0,22493,435241,,,,,,,,0,0,505468,341297,0,61856,908621
PA-504,2017,false,false,false,false,130133,9109,139242,0,0,0,0,0,0,0,740967,1192332,411930,0,0,125857,2471086,0,false,0,0,0,0,0,0,false,258420,0,0,18089,276509,,,,,,,,0,0,0,0,0,0,0
PA-504,2018,false,false,false,false,130133,9109,139242,0,0,0,0,0,0,0,740967,1193748,411930,0,0,125857,2472502,0,false,0,0,0,0,0,0,false,258420,0,0,18089,276509,,,,,,,,0,0,0,0,0,0,0
PA-505,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,115923,1105752,201509,41621,0,45642,1510447,0,false,0,0,0,0,0,0,false,107530,0,0,5377,112907,,,,,,,,0,0,0,0,0,0,0
PA-505,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,75301,1147392,206879,41621,0,42734,1513927,0,false,0,0,0,0,0,0,false,107530,0,0,5377,112907,,,,,,,,0,0,0,0,0,0,0
PA-506,2017,false,false,false,false,80000,5600,85600,0,0,0,0,0,0,0,617269,266676,555213,379236.66666666674,0,133187.66666666666,1951582.3333333333,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,89520,0,426384,202390,0,50659,768953
PA-506,2018,false,false,false,false,80000,5600,85600,0,0,0,0,0,0,0,660478,286404,609507,471684,0,161247,2189320,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,79764,0,403218,183304,0,47019,713305
PA-508,2017,false,false,false,false,55387,4169,59556,0,0,0,0,0,0,0,793403,259260,850258,263396,0,138902,2305219,0,false,101900,37137,0,6994,146031,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
PA-508,2018,false,false,false,false,55387,4169,59556,0,0,0,0,0,0,0,877372,329064,848026,282556,0,141147,2478165,0,false,101900,37137,0,6994,146031,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
PA-509,2017,false,false,false,false,141057,8463,149520,0,0,0,0,0,0,0,2191008,3841440,2101639,515004,0,561614.08,9210705.08,0,false,0,0,0,0,0,0,false,458059,0,0,36050,494109,,,,,,,,314664,0,404284,209697,0,44521,973166
PA-509,2018,false,false,false,false,165546,8463,174009,50496,333108,144128,9450,600,29098,566880,2327265,4399248,2186430,605512,6300,604882,10129637,0,false,0,0,0,0,0,0,false,690275,0,0,25000,715275,,,,,,,,0,0,0,0,0,0,0
PA-510,2017,false,false,false,false,162351,11590,173941,0,0,0,0,0,0,0,0,1435608,297234,66425,0,62709,1861976,0,false,0,0,0,0,0,0,false,190373,0,0,0,190373,,,,,,,,0,0,0,0,0,0,0
PA-510,2018,false,false,false,false,162351,11590,173941,64584,11328,59306,43000,0,12369,190587,0,1308312,270161,56287,0,107030,1741790,0,false,0,0,0,0,0,0,false,180833,0,0,9540,190373,,,,,,,,0,0,0,0,0,0,0
PA-511,2017,false,false,false,false,98017,5006,103023,0,0,0,0,0,0,0,72736,519516,260579,18599,0,37590,909020,0,false,0,0,0,0,0,0,false,116013,0,0,2975,118988,,,,,,,,0,0,0,0,0,0,0
PA-511,2018,false,false,false,false,98017,5006,103023,0,0,0,0,0,0,0,72736,546180,260579,18599,0,37590,935684,0,false,0,0,0,0,0,0,false,116013,0,0,2975,118988,,,,,,,,0,0,0,0,0,0,0
PA-512,2017,false,false,false,false,140108,7374,147482,0,0,0,0,0,0,0,173308,419676,200359,23955,0,46689,863987,0,false,0,0,0,0,0,0,false,38000,0,0,2000,40000,,,,,,,,0,0,115233,10440,0,6890,132563
PA-512,2018,false,false,false,false,140108,7374,147482,18000,46104,33597,4924,0,7066,109691,156052,411024,200359,23955,0,54922,846312,0,false,0,0,0,0,0,0,false,112400,0,0,7600,120000,,,,,,,,0,0,0,0,0,0,0
PA-600,2017,false,false,false,false,330927,20265,351192,0,0,0,0,0,0,0,2780366,8279064,3097897,1643664,0,1004030,16805021,0,false,0,0,0,0,0,0,false,64263,0,0,4498,68761,,,,,,,,0,0,0,0,0,0,0
PA-600,2018,false,false,false,false,330927,20265,351192,0,0,0,0,0,0,0,2625686,9466428,3279983,1505570,0,1087664,17965331,0,false,0,0,0,0,0,0,false,64263,0,0,4498,68761,,,,,,,,0,0,0,0,0,0,0
PA-601,2017,false,false,false,false,96354,6744,103098,0,0,0,0,0,0,0,2483216,2159460,1475116,527012,0,478542,7123346,50624,false,69549,107955,0,22812,250940,0,false,261763,0,0,22402,284165,,,,,,,,124601,0,436200,415094,0,59380,1035275
PA-601,2018,false,false,false,false,121354,6744,128098,0,0,0,0,0,0,0,2779378,2581296,1782551,637009,0,575436,8355670,0,false,0,0,0,0,0,0,false,334490,0,0,29675,364165,,,,,,,,7020,0,126363,162238,0,17114,312735
PA-603,2017,false,false,false,false,43700,2300,46000,0,0,0,0,0,0,0,265714,388752,216063,82418,0,54958,1007905,0,false,0,0,0,0,0,0,false,33725,0,0,0,33725,,,,,,,,46000,0,204200,104800,0,32888,387888
PA-603,2018,false,false,false,false,43700,2300,46000,0,0,0,0,0,0,0,265714,388140,113033,6130,0,43254,816271,0,false,0,0,0,0,0,0,false,30725,0,0,3000,33725,,,,,,,,46000,0,204200,104800,0,32888,387888
PA-605,2017,false,false,false,false,146027,0,146027,0,0,0,0,0,0,0,431361,1215564,308161,0,0,82701,2037787,0,false,0,0,0,0,0,0,false,12000,0,0,0,12000,,,,,,,,0,0,0,0,0,0,0
PA-605,2018,false,false,false,false,146027,0,146027,0,0,0,0,0,0,0,439988,1149792,308161,0,0,77116,1975057,0,false,0,0,0,0,0,0,false,12000,0,0,0,12000,,,,,,,,0,0,0,0,0,0,0
PR-502,2017,false,false,false,false,541681,37905,579586,0,0,0,0,0,0,0,1660542,2167680,2322445,1262929,0,467829,7881425,4452,false,207637,91366,12480,21623,337558,0,false,142000,0,0,9940,151940,,,,,,,,324060,0,2171300,987989,21600,202864,3707813
PR-503,2017,false,false,false,false,538402,37688,576090,0,0,0,0,0,0,0,594487,1060776,1093516,892823,37664,247402,3926668,25104,false,42046,84642,0,10262,162054,12000,false,235875,0,0,17291,265166,,,,,,,,36000,0,367116,213837,0,43162,660115
RI-500,2017,false,false,false,false,142115,9949,152064,0,0,0,0,0,0,0,299973,2987964,1120414.6666666665,770433,43367,359499.6066666667,5581651.273333333,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,63351,0,168759,184521,17159,25427,459217
RI-500,2018,false,false,false,false,142115,9949,152064,0,0,0,0,0,0,0,349742,3134916,1084265,749414,42139,372800,5733276,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SC-500,2017,false,false,false,false,155722,10898,166620,0,0,0,0,0,0,0,39598,666936,595798,12372,0,84406,1399110,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,61412,0,22400,0,0,1386,85198
SC-500,2018,false,false,false,false,155722,10898,166620,0,0,0,0,0,0,0,0,918240,530600,0,0,90248,1539088,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SC-501,2017,false,false,false,false,152538,10677,163215,0,0,0,0,0,0,0,781403,526296,454734,321960,0,138633,2223026,0,false,0,120366,0,8388,128754,0,false,0,0,0,0,0,,,,,,,,191082,0,113818,27506,0,18680,351086
SC-501,2018,false,false,false,false,152538,10677,163215,0,0,0,0,0,0,0,754400,549204,425107,319923,0,128333,2176967,0,false,0,120366,0,8388,128754,0,false,0,0,0,0,0,,,,,,,,191082,0,113818,27506,0,18680,351086
SC-502,2017,false,false,false,false,112510,5623,118133,0,0,0,0,0,0,0,819885.5,1197384,374378,245553,0,142575.5,2779776,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SC-502,2018,false,false,false,false,112510,5623,118133,10680,18216,39000,18000,0,616,86512,910765,1194288,355110,297305,0,139284,2896752,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SC-503,2017,false,false,false,false,120360,8407,128767,0,0,0,0,0,0,0,331756,584016,425227,289022,15835,109098,1754954,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SC-503,2018,false,false,false,false,120360,8407,128767,61320,119640,78400,33683,5000,28508,326551,367132,469440,297660,172010,13500,82317,1402059,0,false,0,0,0,0,0,0,false,81000,0,0,7924,88924,,,,,,,,0,0,0,0,0,0,0
SD-500,2017,false,false,false,false,39684,0,39684,0,0,0,0,0,0,0,0,775656,257781,78999,1530,59358,1173324,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
SD-500,2018,false,false,false,false,39684,0,39684,0,0,0,0,0,0,0,0,702864,257781,81369,1530,53214,1096758,0,false,0,0,0,0,0,0,false,105144,0,0,0,105144,,,,,,,,0,0,0,0,0,0,0
TN-500,2017,false,false,false,false,189324,8020,197344,0,0,0,0,0,0,0,87002,1545516,372817,124743,22000,123939,2276017,0,false,0,0,0,0,0,0,false,38775,0,0,0,38775,,,,,,,,0,0,0,0,0,0,0
TN-500,2018,false,false,false,false,189324,8020,197344,0,61608,121724,22000,0,20137,225469,91352,1362492,372817,130981,22000,109273,2088915,0,false,0,0,0,0,0,0,false,25000,0,10398,3377,38775,,,,,,,,0,0,0,0,0,0,0
TN-501,2017,false,false,false,false,253954,10492,264446,0,0,0,0,0,0,0,1314750,1534332,1383368,1586725,28218,299763,6147156,0,false,0,0,0,0,0,0,false,91375,0,0,8625,100000,,,,,,,,0,0,0,0,0,0,0
TN-501,2018,false,false,false,false,253954,10492,264446,0,0,0,0,0,0,0,1327898,1551492,1410987,1602593,600,299763,6193333,0,false,0,0,0,0,0,0,false,91375,0,0,8625,100000,,,,,,,,0,0,0,0,0,0,0
TN-502,2017,false,false,false,false,132282,0,132282,0,0,0,0,0,0,0,0,81396,382182,448311,0,24219,936108,0,false,0,0,0,0,0,0,false,104580,0,0,0,104580,,,,,,,,0,0,197760,0,0,19776,217536
TN-502,2018,false,false,false,false,132282,0,132282,0,24084,112132,0,0,13600,149816,0,115956,330759,448311,0,24219,919245,0,false,0,0,0,0,0,0,false,104580,0,0,0,104580,,,,,,,,0,0,61760,0,0,6176,67936
TN-503,2017,false,false,false,false,142500,7500,150000,0,0,0,0,0,0,0,128220,150912,187339,289574,0,39706,795751,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,16500,0,284423,478074,0,38420,817417
TN-503,2018,false,false,false,false,150000,7500,157500,0,0,0,0,0,0,0,132066,150864,187339,298261,0,39706,808236,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,16500,0,284423,478074,0,38420,817417
TN-504,2017,false,false,false,false,50961,2547,53508,0,0,0,0,0,0,0,0,1905600,348656,441292,0,144565,2840113,0,false,0,0,0,0,0,0,false,120000,0,0,8000,128000,,,,,,,,16800,0,4488,2400,0,0,23688
TN-504,2018,false,false,false,false,50961,2547,53508,0,62952,58197,77059,0,10000,208208,0,1872216,252193,440439,0,128958,2693806,0,false,0,0,0,0,0,0,false,120000,0,0,8000,128000,,,,,,,,0,0,4488,19200,0,0,23688
TN-506,2017,false,false,false,false,130000,8973,138973,0,0,0,0,0,0,0,37524,330180,128278,21830,10537,36299,564648,0,false,0,0,0,0,0,0,false,41956,0,0,4195,46151,,,,,,,,0,0,0,0,0,0,0
TN-506,2018,false,false,false,false,130000,8973,138973,0,0,0,0,0,0,0,38274,336456,90012,22267,10537,30767,528313,0,false,0,0,0,0,0,0,false,41955,0,0,4196,46151,,,,,,,,0,0,0,0,0,0,0
TN-507,2017,false,false,false,false,96167,4806,100973,0,0,0,0,0,0,0,49930,615924,204186,462407,0,69295,1401742,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-507,2018,false,false,false,false,96167,4806,100973,0,0,0,0,0,0,0,50429,540252,243165,467030,0,65579,1366455,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-509,2017,false,false,false,false,145318,11350,156668,0,0,0,0,0,0,0,0,825612,364728,10746,26248,100303,1327637,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-509,2018,false,false,false,false,142433,14235,156668,0,0,0,0,0,0,0,0,849744,348665,10853,26248,104152,1339662,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-510,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,111532,383160,3130,24058,0,3794,525674,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-510,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,122158,411684,5300,29697,0,47917,616756,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-512,2017,false,false,false,false,161252,8391,169643,0,0,0,0,0,0,0,136368,62088,71114,30827,225,10871,311493,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TN-512,2018,false,false,false,false,161252,8391,169643,0,0,0,0,0,0,0,123447,62880,74308,41083,225,13568,315511,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-500,2017,false,false,false,false,433378,30097,463475,0,0,0,0,0,0,0,1306698,2754732,1512840,772634,38815,395802,6781521,0,false,0,0,0,0,0,0,false,91000,0,0,9000,100000,,,,,,,,0,0,424137,521480,0,65105,1010722
TX-500,2018,false,false,false,false,433378,30097,463475,0,0,0,0,0,0,0,1639915,2796840,1587045,803539,38815,426872,7293026,0,false,0,0,0,0,0,0,false,91000,0,0,9000,100000,,,,,,,,0,0,458127,487490,0,65105,1010722
TX-503,2017,false,false,false,false,140408,9826,150234,0,0,0,0,0,0,0,1517078,2239620,661522,72702,17903,237290,4746115,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,347821,235991,0,40866,624678
TX-503,2018,false,false,false,false,140408,9826,150234,0,0,0,0,0,0,0,1608103,2330844,661522,77064,17903,293414,4988850,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,347821,235991,0,40866,624678
TX-600,2017,false,false,false,false,382793,26795,409588,0,0,0,0,0,0,0,4536919,4802244,2370808,710183,5074,734014,13133390,180492,false,90515,123835,0,26059,420901,0,false,314605,0,0,17651,332256,,,,,,,,219785,0,562004,341723,0,78216,1201728
TX-600,2018,false,false,false,false,382793,26795,409588,40800,348312,117135,13200,0,34427,553874,5529989,3235128,2522203,1019165,8311,652463,12967259,180492,false,90515,123835,0,26059,420901,0,false,314605,0,0,17651,332256,,,,,,,,159049,0,487131,326412,0,68789,1041381
TX-601,2017,false,false,false,false,263667,18455,282122,0,0,0,0,0,0,0,1523999,6673920,1208390,103390,1130,711552,10222381,0,false,37960,134495,0,12071,184526,0,false,453319,0,0,37729,491048,,,,,,,,0,0,0,0,0,0,0
TX-601,2018,false,false,false,false,263667,18455,282122,10956,36960,49075,4500,0,4900,106391,1800513,6822876,1322791,118894,1130,793185,10859389,0,false,37960,134495,0,12071,184526,0,false,453319,0,0,37729,491048,,,,,,,,0,0,0,0,0,0,0
TX-603,2017,false,false,false,false,127764,8443,136207,0,0,0,0,0,0,0,0,1224792,589222,85318,0,110874,2010206,0,false,0,0,0,0,0,0,false,149600,0,0,10400,160000,,,,,,,,30576,0,148227,104896,0,21182,304881
TX-603,2018,false,false,false,false,127764,8443,136207,0,38244,63975,19250,0,6038,127507,0,1247856,749125,87024,0,126365,2210370,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-604,2017,false,false,false,false,60676,1977,62653,0,0,0,0,0,0,0,29229,457560,130150,0,0,39867,656806,0,false,0,0,0,0,0,0,false,89664,0,0,3373,93037,,,,,,,,70860,0,56795,0,0,4161,131816
TX-604,2018,false,false,false,false,60676,1977,62653,0,0,0,0,0,0,0,30690,396204,104421,0,0,22419,553734,0,false,0,0,0,0,0,0,false,212815,0,0,3823,216638,,,,,,,,70860,0,56604,0,0,4352,131816
TX-607,2017,false,false,false,false,293018,0,293018,0,0,0,0,0,0,0,556425,2673396,1372319,243638,24116,297128,5167022,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-607,2018,false,false,false,false,330017,33001,363018,0,0,0,0,0,0,0,563078,2766108,1389616,252757,24116,292835,5288510,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-611,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,539520,44948,0,0,10835,595303,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-611,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,547968,44948,0,0,10835,603751,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-624,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,215893,0,54616,0,6153,25226,301888,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-624,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,220211,0,54616,0,6153,25226,306206,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-700,2017,false,false,false,false,603771,42264,646035,0,0,0,0,0,0,0,5431716,12180816,9106734,2872171,29496,2055022,31675955,0,false,0,0,0,0,0,0,false,559894,0,0,51346,611240,,,,,,,,0,0,1015161,372446,0,75549,1463156
TX-700,2018,false,false,false,false,603771,42264,646035,0,0,0,0,0,0,0,5847683,11671908,8789772,2442553,29496,2065259,30846671,0,false,0,0,0,0,0,0,false,559894,0,0,51346,611240,,,,,,,,0,0,456192,203415,0,35079,694686
TX-701,2017,false,false,false,false,50362,2907,53269,0,0,0,0,0,0,0,0,181764,48858,0,0,5000,235622,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
TX-701,2018,false,false,false,false,50362,2907,53269,0,0,0,0,0,0,0,0,178464,48858,0,0,5000,232322,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
UT-500,2017,false,false,false,false,218623,4528,223151,0,0,0,0,0,0,0,319702,4698024,868842,169984,0,386803,6443355,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,284377,104049,0,27189,415615
UT-500,2018,false,false,false,false,218623,4528,223151,0,0,0,0,0,0,0,338884,4945320,801552,128070,0,379390,6593216,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,203095,104049,0,22556,329700
UT-503,2017,false,false,false,false,79217,1423,80640,0,0,0,0,0,0,0,196018,1170600,205659,15158,0,91393,1678828,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
UT-503,2018,false,false,false,false,79217,1423,80640,0,0,0,0,0,0,0,252946,1195356,227168,0,0,102745,1778215,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
UT-504,2017,false,false,false,false,35300,700,36000,0,0,0,0,0,0,0,118122,721764,9864,0,0,55032,904782,0,false,0,0,0,0,0,0,false,65551,0,0,3450,69001,,,,,,,,0,0,0,0,0,0,0
UT-504,2018,false,false,false,false,35300,700,36000,0,0,0,0,0,0,0,154815,714456,22827,1133,0,60788,954019,0,false,0,0,0,0,0,0,false,65551,0,0,3450,69001,,,,,,,,0,0,0,0,0,0,0
VA-500,2017,false,false,false,false,47500,2500,50000,0,0,0,0,0,0,0,188418,2424432,1261131,36400,17100,311855,4239336,0,false,0,0,0,0,0,0,false,97500,0,0,0,97500,,,,,,,,0,0,0,0,0,0,0
VA-500,2018,false,false,false,false,47500,2500,50000,0,0,0,0,0,0,0,195955,2523852,1261131,37856,17520,311855,4348169,0,false,0,0,0,0,0,0,false,97500,0,0,0,97500,,,,,,,,0,0,0,0,0,0,0
VA-501,2017,false,false,false,false,63301,1011,64312,0,0,0,0,0,0,0,527060,1585068,662096,166790,92170,205398,3238582,0,false,0,0,0,0,0,0,false,138012,0,0,9661,147673,,,,,,,,135796,0,111252,71342,1677,19354,339421
VA-501,2018,false,false,false,false,47936,3608,51544,0,0,0,0,0,0,0,527060,1576092,749039,166790,93970,212591,3325542,0,false,0,0,0,0,0,0,false,138012,0,0,9661,147673,,,,,,,,74231,0,93765,63442,696,13199,245333
VA-502,2017,false,false,false,false,94880,1180,96060,0,0,0,0,0,0,0,344412,0,58242,9967,0,40042,452663,0,false,0,0,0,0,0,0,false,240598,0,0,5370,245968,,,,,,,,0,0,0,0,0,0,0
VA-502,2018,false,false,false,false,94880,1180,96060,0,0,0,0,0,0,0,354744,0,58242,10266,0,40042,463294,0,false,0,0,0,0,0,0,false,240598,0,0,5370,245968,,,,,,,,0,0,0,0,0,0,0
VA-503,2017,false,false,false,false,59734,2987,62721,0,0,0,0,0,0,0,91816,398436,447615,396833,2750,62898,1400348,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,17410,61750,0,5990,85150
VA-503,2018,false,false,false,false,59734,2987,62721,0,0,67410,11840,0,5900,85150,139990,463092,459270,370495,1750,59808,1494405,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-504,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,280272,58150,0,0,20680,359102,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-504,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,277872,58150,0,0,20680,356702,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-505,2017,false,false,false,false,51310,3862,55172,0,0,0,0,0,0,0,959624,166212,420335,104428,6173,114346,1771118,0,false,0,0,0,0,0,0,false,61084,0,0,4598,65682,,,,,,,,0,0,38466,23370,0,4654,66490
VA-505,2018,false,false,false,false,51310,3862,55172,0,61680,51926,20044,0,7020,140670,943559,108480,426908,102907,3173,109187,1694214,0,false,0,0,0,0,0,0,false,61084,0,0,4598,65682,,,,,,,,0,0,0,0,0,0,0
VA-507,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,131004,582108,191096,49360,27777,31567,1012912,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,52200,0,59950,39411,0,5318,156879
VA-507,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,131004,580932,191096,49360,27777,31567,1011736,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,52200,0,59950,39411,0,5318,156879
VA-508,2018,false,false,false,false,21357,0,21357,0,0,0,0,0,0,0,0,170928,109273,33436,600,21799,336036,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-513,2017,false,false,false,false,78572,5500,84072,0,0,0,0,0,0,0,0,257844,0,0,0,372,258216,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-513,2018,false,false,false,false,78572,5500,84072,0,0,0,0,0,0,0,0,278196,0,0,0,612,278808,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-514,2017,false,false,false,false,53980,1145,55125,0,0,0,0,0,0,0,168140,0,37600,0,0,2364,208104,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-514,2018,false,false,false,false,53980,1145,55125,0,0,0,0,0,0,0,196114,0,45003,0,0,2364,243481,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-521,2017,false,false,false,false,141301,0,141301,0,0,0,0,0,0,0,167422,188052,204275,51481,8400,31463,651093,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-521,2018,false,false,false,false,141301,0,141301,0,0,0,0,0,0,0,170771,268104,251291,52510,8400,36463,787539,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-600,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,129915,1782120,553224,32264,0,114473,2611996,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-601,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,2789753,2124948,2099339,778380,0,498621,8291041,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-601,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,3012933,2275872,2089339,864118,0,501963,8744225,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-602,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,128172,39308,0,0,0,167480,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-602,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,138444,39308,0,0,0,177752,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-603,2017,false,false,false,false,55225,0,55225,0,0,0,0,0,0,0,116873,198360,293455,82173,0,38571,729432,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-603,2018,false,false,false,false,55225,0,55225,0,0,0,0,0,0,0,126223,213372,157589,235482,0,38571,771237,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
VA-604,2017,false,false,false,false,36230,0,36230,0,0,0,0,0,0,0,201026,99840,134035,27416,3777,24833,490927,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
