year,state,coc_name,coc_number,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort
2015,MI,Lansing/East Lansing/Ingham County CoC,MI-508,1131,209,314,423
2015,MI,Ann Arbor/Washtenaw County CoC,MI-509,698,193,219,263
2015,MI,Saginaw City & County CoC,MI-510,808,115,182,253
2015,MI,Lenawee County CoC,MI-511,121,12,27,28
2015,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,422,71,108,141
2015,MI,"Marquette, Alger Counties CoC",MI-513,77,0,4,12
2015,MI,Battle Creek/Calhoun County CoC,MI-514,1148,226,300,364
2015,MI,Monroe City & County CoC,MI-515,210,30,45,55
2015,MI,Norton Shores/Muskegon City & County CoC,MI-516,722,116,175,228
2015,MI,Jackson City & County CoC,MI-517,591,57,91,121
2015,MI,Livingston County CoC,MI-518,202,20,29,36
2015,MI,Holland/Ottawa County CoC,MI-519,294,51,79,106
2015,MI,Eaton County CoC,MI-523,135,9,16,26
2015,MN,Minneapolis/Hennepin County CoC,MN-500,3407,147,316,688
2015,MN,Saint Paul/Ramsey County CoC,MN-501,927,35,54,87
2015,MN,Rochester/Southeast Minnesota CoC,MN-502,509,8,21,28
2015,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,738,24,39,87
2015,MN,Northeast Minnesota CoC,MN-504,135,0,1,2
2015,MN,St. Cloud/Central Minnesota CoC,MN-505,496,27,49,70
2015,MN,Northwest Minnesota CoC,MN-506,431,15,26,62
2015,MN,Moorhead/West Central Minnesota CoC,MN-508,189,6,8,12
2015,MN,Duluth/St.Louis County CoC,MN-509,423,11,14,34
2015,MN,Southwest Minnesota CoC,MN-511,204,6,7,16
2015,MO,St. Louis County CoC,MO-500,324,24,33,38
2015,MO,St.Louis City CoC,MO-501,934,68,119,188
2015,MO,"St. Charles, Lincoln, Warren Counties CoC",MO-503,240,7,9,17
2015,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,85,4,8,14
2015,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,124,2,4,7
2015,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,383,73,91,111
2015,KS,Kansas City/Wyandotte County CoC,MO-604K,421,35,54,62
2015,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,1844,350,503,589
2015,MO,Missouri Balance of State CoC,MO-606,681,16,29,69
2015,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,362,22,38,47
2015,MS,Mississippi Balance of State CoC,MS-501,450,61,88,176
2015,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,52,0,1,1
2015,MT,Montana Statewide CoC,MT-500,1020,10,24,33
2015,NC,Winston Salem/Forsyth County CoC,NC-500,1268,200,253,311
2015,NC,Asheville/Buncombe County CoC,NC-501,723,70,110,145
2015,NC,Durham City & County CoC,NC-502,515,50,74,96
2015,NC,North Carolina Balance of State CoC,NC-503,2950,244,375,444
2015,NC,Greensboro/High Point CoC,NC-504,1341,139,217,311
2015,NC,Charlotte/Mecklenberg CoC,NC-505,1216,80,130,202
2015,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,338,35,55,61
2015,NC,Raleigh/Wake County CoC,NC-507,1114,91,151,230
2015,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,265,23,34,42
2015,NC,Fayetteville/Cumberland County CoC,NC-511,133,2,2,13
2015,NC,Chapel Hill/Orange County CoC,NC-513,147,9,21,30
2015,NC,Northwest North Carolina CoC,NC-516,162,22,26,33
2015,ND,North Dakota Statewide CoC,ND-500,854,23,48,157
2015,NE,Nebraska Balance of State CoC,NE-500,835,89,130,163
2015,NE,Omaha/Council Bluffs CoC,NE-501,1574,179,273,383
2015,NE,Lincoln CoC,NE-502,547,65,88,123
2015,NH,New Hampshire Balance of State CoC,NH-500,1067,152,222,266
2015,NH,Manchester CoC,NH-501,566,69,91,110
2015,NH,Nashua/Hillsborough County CoC,NH-502,420,57,76,94
2015,NJ,Atlantic City & County CoC,NJ-500,165,9,13,17
2015,NJ,Bergen County CoC,NJ-501,470,15,41,55
2015,NJ,Burlington County CoC,NJ-502,330,11,20,40
2015,NJ,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC",NJ-503,1148,41,86,144
2015,NJ,Newark/Essex County CoC,NJ-504,1674,40,75,134
2015,NJ,Jersey City/Bayonne/Hudson County CoC,NJ-506,612,67,111,138
2015,NJ,New Brunswick/Middlesex County CoC,NJ-507,326,22,32,40
2015,NJ,Monmouth County CoC,NJ-508,188,11,18,36
2015,NJ,Morris County CoC,NJ-509,270,12,22,44
2015,NJ,Lakewood Township/Ocean County CoC,NJ-510,49,0,1,2
2015,NJ,Paterson/Passaic County CoC,NJ-511,467,5,11,29
2015,NJ,Salem County CoC,NJ-512,56,0,0,0
2015,NJ,Somerset County CoC,NJ-513,159,0,6,11
2015,NJ,Trenton/Mercer County CoC,NJ-514,1249,52,82,160
2015,NJ,Elizabeth/Union County CoC,NJ-515,517,21,44,88
2015,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,424,11,19,31
2015,NM,Albuquerque CoC,NM-500,1566,124,234,346
2015,NM,New Mexico Balance of State CoC,NM-501,1200,67,98,148
2015,NV,Las Vegas/Clark County CoC,NV-500,2806,426,525,619
2015,NV,Reno/Sparks/Washoe County CoC,NV-501,653,86,150,192
2015,NV,Nevada Balance of State CoC,NV-502,223,8,10,14
2015,NY,Rochester/Irondequoit/Greece/Monroe County CoC,NY-500,2683,235,405,625
2015,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,537,17,39,57
2015,NY,Auburn/Cayuga County,NY-502,0,0,0,0
2015,NY,Albany City & County CoC,NY-503,1253,63,125,199
2015,NY,Cattaragus County CoC,NY-504,187,1,2,3
2015,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,1943,243,391,497
2015,NY,Schenectady City & County CoC,NY-507,349,1,5,11
2015,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,1652,189,296,359
2015,NY,Ithaca/Tompkins County CoC,NY-510,238,9,25,30
2015,NY,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,0,0,0,0
2015,NY,Troy/Rensselaer County CoC,NY-512,556,31,66,89
2015,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,0,0,0,0
2015,NY,Jamestown/Dunkirk/Chautauqua County CoC,NY-514,26,3,5,5
2015,NY,Clinton County CoC,NY-516,67,2,6,12
2015,NY,"Utica/Rome/Oneida, Madison Counties CoC",NY-518,448,15,28,37
2015,NY,Columbia/Greene County CoC,NY-519,11,0,0,0
2015,NY,Franklin County CoC,NY-520,21,0,0,0
2015,NY,Jefferson/Lewis/St. Lawrence Counties CoC,NY-522,547,11,28,56
2015,NY,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,378,21,30,42
2015,NY,New York City CoC,NY-600,25748,4154,5802,7982
2015,NY,Poughkeepsie/Dutchess County CoC,NY-601,305,20,39,47
2015,NY,Newburgh/Middletown/Orange County CoC,NY-602,105,8,9,16
2015,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",NY-603,1312,114,165,241
2015,NY,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,NY-604,1110,8,36,114
2015,NY,Rockland County CoC,NY-606,72,0,2,4
2015,NY,Sullivan County CoC,NY-607,456,21,37,37
2015,NY,Kingston/Ulster County CoC,NY-608,655,56,112,164
2015,OH,Cincinnati/Hamilton County CoC,OH-500,3923,373,615,1000
2015,OH,Toledo/Lucas County CoC,OH-501,1203,86,138,220
2015,OH,Cleveland/Cuyahoga County CoC,OH-502,2883,470,698,941
2015,OH,Columbus/Franklin County CoC,OH-503,6161,791,1287,1969
2015,OH,Youngstown/Mahoning County CoC,OH-504,524,52,88,100
2015,OH,Dayton/Kettering/Montgomery County CoC,OH-505,1945,209,311,464
2015,OH,Akron/Barberton/Summit County CoC,OH-506,812,83,116,167
2015,OH,Ohio Balance of State CoC,OH-507,8663,725,1092,1616
2015,OH,Canton/Massillon/Alliance/Stark County CoC,OH-508,391,15,22,40
2015,OK,North Central Oklahoma CoC,OK-500,205,8,23,32
2015,OK,Tulsa City & County/Broken Arrow CoC,OK-501,133,14,22,36
2015,OK,Oklahoma City CoC,OK-502,214,4,7,10
2015,OK,Oklahoma Balance of State CoC,OK-503,33,0,0,1
2015,OK,Norman/Cleveland County CoC,OK-504,51,0,0,0
2015,OK,Northeast Oklahoma CoC,OK-505,232,30,47,50
2015,OK,Southwest Oklahoma Regional CoC,OK-506,179,17,21,24
2015,OK,Southeastern Oklahoma Regional CoC,OK-507,810,49,90,132
2015,OR,Eugene/Springfield/Lane County CoC,OR-500,630,48,81,120
2015,OR,Portland-Gresham-Multnomah County CoC,OR-501,3178,308,502,786
2015,OR, Medford/Ashland/Jackson County CoC,OR-502,662,13,17,36
2015,OR,Central Oregon CoC,OR-503,585,68,90,111
2015,OR,Oregon Balance of State CoC,OR-505,1593,96,136,183
2015,OR,Hillsboro/Beaverton/Washington County CoC,OR-506,466,18,29,52
2015,OR,Clackamas County CoC,OR-507,130,0,0,0
2015,PA,Philadelphia CoC,PA-500,2944,193,313,434
2015,PA,Harrisburg/Dauphin County CoC,PA-501,317,7,12,34
2015,PA,Upper Darby/Chester/Haverford/Delaware County CoC,PA-502,429,28,50,67
2015,PA,Wilkes-Barre/Hazleton/Luzerne County CoC,PA-503,210,11,17,27
2015,PA,Lower Marion/Norristown/Abington/Montgomery County CoC,PA-504,319,20,28,38
2015,PA,Chester County CoC,PA-505,475,44,77,98
2015,PA,Reading/Berks County CoC,PA-506,962,44,82,149
2015,PA,Scranton/Lackawanna County CoC,PA-508,232,12,19,33
2015,PA,Eastern Pennsylvania CoC,PA-509,1629,26,74,121
2015,PA,Lancaster City & County CoC,PA-510,693,40,74,108
2015,PA,Bristol/Bensalem/Bucks County CoC,PA-511,326,10,31,70
2015,PA,York City & County CoC,PA-512,580,50,88,162
2015,PA,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,PA-600,751,45,75,104
2015,PA,Western Pennsylvania CoC,PA-601,1248,76,129,213
2015,PA,Beaver County CoC,PA-603,394,17,42,57
2015,PA,Erie City & County CoC,PA-605,664,69,120,170
2015,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,629,91,142,180
2015,PR,South/Southeast Puerto Rico CoC,PR-503,540,20,33,72
2015,RI,Rhode Island Statewide CoC,RI-500,1756,200,293,343
2015,SC,Charleston/Low Country CoC,SC-500,500,18,41,59
2015,SC,Greenville/Anderson/Spartanburg Upstate CoC,SC-501,920,49,87,132
2015,SC,Columbia/Midlands CoC,SC-502,1007,77,130,184
2015,SC,Myrtle Beach/Sumter City & County CoC,SC-503,316,29,44,58
2015,SD,South Dakota Statewide CoC,SD-500,236,18,29,32
2015,TN,Chattanooga/Southeast Tennessee CoC,TN-500,359,44,73,95
2015,TN,Memphis/Shelby County CoC,TN-501,1075,43,91,151
2015,TN,Knoxville/Knox County CoC,TN-502,555,63,77,99
2015,TN,Central Tennessee CoC,TN-503,258,2,5,7
2015,TN,Nashville/Davidson County CoC,TN-504,1313,44,57,114
2015,TN,Oak Ridge/Upper Cumberland CoC,TN-506,150,4,4,9
2015,TN,Jackson/West Tennessee CoC,TN-507,298,5,7,20
2015,TN,Appalachian Regional CoC,TN-509,236,24,35,44
2015,TN,Murfreesboro/Rutherford County CoC,TN-510,124,4,13,27
2015,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,282,15,22,28
2015,TX,San Antonio/Bexar County CoC,TX-500,2251,154,333,495
2015,TX,Austin/Travis County CoC,TX-503,1117,83,125,185
2015,TX,Dallas City & County/Irving CoC,TX-600,1515,43,99,140
2015,TX,Fort Worth/Arlington/Tarrant County CoC,TX-601,1321,63,72,102
2015,TX,El Paso City & County CoC,TX-603,866,45,70,95
2015,TX,Waco/McLennan County CoC,TX-604,208,68,69,72
2015,TX,Texas Balance of State (BoS) CoC,TX-607,3821,361,545,728
2015,TX,Amarillo CoC,TX-611,305,40,61,73
2015,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,0,0,0,0
2015,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,2532,338,487,726
2015,TX,Bryan/College Station/Brazos Valley CoC,TX-701,232,23,29,44
2015,UT,Salt Lake City & County CoC,UT-500,1989,439,643,821
2015,UT,Utah Balance of State CoC,UT-503,813,52,82,119
2015,UT,Provo/Mountainland CoC,UT-504,287,14,24,39
2015,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,1348,134,213,280
2015,VA,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC ",VA-501,558,20,31,40
2015,VA,Roanoke City & County/Salem CoC,VA-502,563,19,20,20
2015,VA,Virginia Beach CoC,VA-503,389,37,48,62
2015,VA,Charlottesville CoC,VA-504,49,0,0,0
2015,VA,Newport News/Hampton/Virginia Peninsula CoC,VA-505,547,132,141,161
2015,VA,Portsmouth CoC,VA-507,195,4,8,9
2015,VA,Lynchburg CoC,VA-508,225,11,22,28
2015,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,288,8,17,21
2015,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,313,26,58,85
2015,VA,Virginia Balance of State (BoS) CoC,VA-521,1323,94,147,190
2015,VA,Arlington County CoC,VA-600,299,55,67,74
2015,VA,Fairfax County CoC,VA-601,1297,155,240,329
2015,VA,Loudoun County CoC,VA-602,132,12,16,18
2015,VA,City of Alexandria CoC,VA-603,238,20,35,55
2015,VA,Prince William County CoC,VA-604,565,79,100,142
2015,VI,Virgin Islands CoC,VI-500,0,0,0,0
2015,VT,Vermont Balance of State CoC,VT-500,375,15,24,39
2015,VT,Burlington/Chittenden County CoC,VT-501,33,1,3,3
2015,WA,Seattle/King County CoC,WA-500,2441,117,196,286
2015,WA,Washington Balance of State CoC,WA-501,5886,144,206,301
2015,WA,Spokane City & County CoC,WA-502,2078,135,213,343
2015,WA,Tacoma/Lakewood/Pierce County CoC,WA-503,2723,140,204,298
2015,WA,Everett/Snohomish County CoC,WA-504,1437,87,109,139
2015,WA,Yakima City & County CoC,WA-507,1060,48,94,119
2015,WA,Vancouver/Clark County CoC,WA-508,1166,144,198,272
2015,WI,Wisconsin Balance of State CoC,WI-500,3703,310,542,779
2015,WI,Milwaukee City & County CoC,WI-501,1572,253,359,483
2015,WI,Racine City & County CoC,WI-502,192,17,25,33
2015,WI,Madison/Dane County CoC,WI-503,943,64,137,198
2015,WV,Wheeling/Weirton Area CoC,WV-500,156,22,29,35
2015,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,815,151,203,255
2015,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,913,156,193,232
2015,WV,West Virginia Balance of State CoC,WV-508,1103,138,168,225
2015,WY,Wyoming Statewide CoC,WY-500,427,65,86,158
2018,NC,Durham City & County CoC,NC-502,561,39,29,35
2018,CO,Metropolitan Denver CoC,CO-503,2993,207,98,85
